Element 1: (0, (9, 13), ['%', '.', '%', '%'], [(3, 8), (12, 4), (13, 6)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (9, 12))
Element 34: (0, (18, 9), ['', '', '', '%'], [(18, 12), (14, 3), (17, 1)], [False, False, False, True], 32, False, [False, False, False, False], 3827, 'North', (18, 10))
Element 35: (0, (18, 10), ['', '', '', '%'], [(18, 13), (15, 3), (18, 1)], [False, False, False, True], 30, False, [False, False, False, False], 3826, 'West', (17, 10))
Element 36: (0, (17, 10), ['', '', '', ''], [(17, 13), (16, 3), (17, 1)], [False, False, False, False], 28, False, [False, False, False, False], 3825, 'East', (18, 10))
Element 37: (0, (18, 10), ['', '', '', '%'], [(16, 13), (16, 4), (16, 1)], [False, False, False, True], 26, False, [False, False, False, False], 3824, 'North', (18, 11))
Element 38: (0, (18, 11), ['', '', '', '%'], [(17, 13), (16, 3), (16, 2)], [False, False, False, True], 24, False, [False, False, False, False], 3823, 'West', (17, 11))
Element 39: (0, (17, 11), ['', '', '', ''], [(18, 13), (15, 3), (15, 2)], [False, False, False, False], 22, False, [False, False, False, False], 3822, 'East', (18, 11))
Element 40: (0, (18, 11), ['', '', 'G', '%'], [(18, 12), (14, 3), (15, 1)], [False, False, False, True], 20, False, [False, False, False, False], 3821, 'West', (17, 11))
Element 41: (0, (17, 11), ['', '', '', 'G'], [(18, 11), (13, 3), (14, 1)], [False, False, False, False], 18, False, [False, False, False, False], 3820, 'North', (17, 12))
Element 42: (0, (17, 12), ['', '', '', ''], [(18, 10), (12, 3), (13, 1)], [False, False, False, False], 16, False, [False, False, False, False], 3819, 'North', (17, 13))
Element 43: (0, (17, 13), ['', '', '%', ''], [(18, 9), (11, 3), (12, 1)], [False, False, True, False], 14, False, [False, False, False, False], 3818, 'South', (17, 12))
Element 44: (0, (17, 12), ['', '', '', ''], [(18, 8), (11, 4), (11, 1)], [False, False, False, False], 12, False, [False, False, False, False], 3827, 'South', (17, 11))
Element 45: (0, (17, 11), ['', '', '', ''], [(17, 8), (10, 4), (11, 2)], [False, False, False, False], 10, False, [False, False, False, False], 3836, 'North', (17, 12))
Element 46: (0, (17, 12), ['', '', '', ''], [(17, 9), (10, 5), (11, 3)], [False, False, False, False], 8, False, [False, False, False, False], 3845, 'West', (16, 12))
Element 47: (0, (16, 12), ['', '', '', ''], [(17, 10), (9, 5), (12, 3)], [False, False, False, False], 6, False, [False, False, False, False], 3854, 'North', (16, 13))
Element 48: (0, (16, 13), ['%', '', '%', ''], [(17, 11), (9, 4), (12, 4)], [True, False, True, False], 4, False, [False, False, False, False], 3863, 'South', (16, 12))
Element 49: (0, (16, 12), ['', '', '', ''], [(17, 10), (9, 3), (11, 4)], [False, False, False, False], 2, False, [False, False, False, False], 3872, 'South', (16, 11))
Element 50: (0, (16, 11), ['', '', '', ''], [(17, 9), (8, 3), (10, 4)], [False, False, False, False], 0, False, [False, False, False, False], 3881, 'Stop', (16, 11))
Element 51: #0#
