Element 1: (0, (1, 12), ['%', 'F', '.', '.'], [(2, 1), (2, 4), (18, 12)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'South', (1, 11))
Element 27: (0, (8, 12), ['', '%', '%', ''], [(17, 6), (1, 5), (10, 12)], [False, True, True, False], 46, False, [False, False, False, False], 5704, 'East', (9, 12))
Element 28: (0, (9, 12), ['', '%', '.', ''], [(16, 6), (1, 6), (10, 13)], [False, True, False, False], 44, False, [False, False, True, False], 5723, 'East', (10, 12))
Element 29: (0, (10, 12), ['', '%', '', ''], [(16, 5), (1, 7), (9, 13)], [False, True, False, False], 42, False, [False, False, False, False], 5742, 'Stop', (10, 12))
Element 30: (0, (10, 12), ['G', '%', '', ''], [(15, 5), (1, 8), (9, 12)], [False, True, False, False], 40, False, [False, False, False, False], 5751, 'North', (10, 13))
Element 31: (0, (10, 13), ['', '', '%', '%'], [(15, 6), (2, 8), (8, 12)], [False, False, True, True], 38, False, [False, False, False, False], 5760, 'West', (9, 13))
Element 32: (0, (9, 13), ['%', '', '%', ''], [(15, 7), (2, 7), (7, 12)], [True, False, True, False], 36, False, [False, False, False, False], 5769, 'East', (10, 13))
Element 33: (0, (10, 13), ['', '', '%', '%'], [(15, 8), (2, 6), (7, 13)], [False, False, True, True], 34, False, [False, False, False, False], 5788, 'South', (10, 12))
Element 34: (0, (10, 12), ['', '%', '', ''], [(14, 8), (2, 7), (6, 13)], [False, True, False, False], 32, False, [False, False, False, False], 5807, 'West', (9, 12))
Element 35: (0, (9, 12), ['', '%', '', ''], [(14, 7), (1, 7), (5, 13)], [False, True, False, False], 30, False, [False, False, False, False], 5826, 'North', (9, 13))
Element 36: (0, (9, 13), ['%', '', '%', ''], [(14, 8), (2, 7), (4, 13)], [True, False, True, False], 28, False, [False, False, False, False], 5835, 'South', (9, 12))
Element 37: (0, (9, 12), ['', '%', '', ''], [(13, 8), (3, 7), (3, 13)], [False, True, False, False], 26, False, [False, False, False, False], 5854, 'West', (8, 12))
Element 38: (0, (8, 12), ['', '%', '%', ''], [(14, 8), (3, 6), (3, 12)], [False, True, True, False], 24, False, [False, False, False, False], 5853, 'West', (7, 12))
Element 39: (0, (7, 12), ['', '%', '', ''], [(15, 8), (3, 5), (4, 12)], [False, True, False, False], 22, False, [False, False, False, False], 5852, 'North', (7, 13))
Element 40: (0, (7, 13), ['', '', '%', '%'], [(15, 7), (3, 6), (4, 11)], [False, False, True, True], 20, False, [False, False, False, False], 5861, 'West', (6, 13))
Element 41: (0, (6, 13), ['', '', '%', ''], [(14, 7), (2, 6), (5, 11)], [False, False, True, False], 18, False, [False, False, False, False], 5870, 'West', (5, 13))
Element 42: (0, (5, 13), ['', '', '%', ''], [(15, 7), (3, 6), (6, 11)], [False, False, True, False], 16, False, [False, False, False, False], 5879, 'West', (4, 13))
Element 43: (0, (4, 13), ['', '', '%', ''], [(15, 6), (4, 6), (6, 12)], [False, False, True, False], 14, False, [False, False, False, False], 5878, 'West', (3, 13))
Element 44: (0, (3, 13), ['%', '', '%', ''], [(15, 5), (5, 6), (5, 12)], [True, False, True, False], 12, False, [False, False, False, False], 5877, 'East', (4, 13))
Element 45: (0, (4, 13), ['', '', '%', ''], [(14, 5), (6, 6), (6, 12)], [False, False, True, False], 10, False, [False, False, False, False], 5886, 'East', (5, 13))
Element 46: (0, (5, 13), ['', '', '%', ''], [(13, 5), (6, 5), (6, 11)], [False, False, True, False], 8, False, [False, False, False, False], 5895, 'East', (6, 13))
Element 47: (0, (6, 13), ['', '', '%', ''], [(13, 6), (6, 4), (5, 11)], [False, False, True, False], 6, False, [False, False, False, False], 5914, 'East', (7, 13))
Element 48: (0, (7, 13), ['', '', '%', '%'], [(12, 6), (6, 3), (5, 12)], [False, False, True, True], 4, False, [False, False, False, False], 5933, 'South', (7, 12))
Element 49: (0, (7, 12), ['', '%', '', ''], [(12, 5), (7, 3), (5, 11)], [False, True, False, False], 2, False, [False, False, False, False], 5952, 'West', (6, 12))
Element 50: (0, (6, 12), ['', '', '', ''], [(12, 4), (8, 3), (4, 11)], [False, False, False, False], 0, False, [False, False, False, False], 5971, 'Stop', (6, 12))
Element 51: #0#
