Element 1: (0, (8, 1), ['.', '%', 'G', '.'], [(6, 9), (8, 2), (12, 12)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'East', (9, 1))
Element 19: (0, (15, 6), ['%', '', '.', ''], [(8, 3), (17, 7), (17, 9)], [True, False, False, False], 62, False, [False, False, True, False], 2632, 'North', (15, 7))
Element 20: (0, (15, 7), ['.', '', '.', '%'], [(9, 3), (17, 6), (16, 9)], [False, False, False, True], 60, False, [True, False, True, False], 2641, 'North', (15, 8))
Element 21: (0, (15, 8), ['.', '', '%', '%'], [(10, 3), (16, 6), (16, 10)], [False, False, True, True], 58, False, [True, False, False, False], 2650, 'West', (14, 8))
Element 22: (0, (14, 8), ['.', '.', '%', ''], [(11, 3), (16, 5), (16, 11)], [False, False, True, False], 56, False, [True, True, False, False], 2659, 'South', (14, 7))
Element 23: (0, (14, 7), ['%', '%', '', ''], [(11, 4), (15, 5), (16, 12)], [True, True, False, False], 54, False, [False, False, False, False], 2668, 'North', (14, 8))
Element 24: (0, (14, 8), ['.', '', '%', ''], [(12, 4), (15, 6), (15, 12)], [False, False, True, False], 52, False, [True, False, False, False], 2677, 'West', (13, 8))
Element 25: (0, (13, 8), ['%', '%', '%', ''], [(12, 5), (15, 7), (16, 12)], [True, True, True, False], 50, False, [False, False, False, False], 2696, 'East', (14, 8))
Element 26: (0, (14, 8), ['', '', '%', 'G'], [(12, 6), (15, 8), (17, 12)], [False, False, True, False], 48, False, [False, False, False, False], 2705, 'West', (13, 8))
Element 27: (0, (13, 8), ['%', '%', '%', 'G'], [(13, 6), (14, 8), (17, 11)], [True, True, True, False], 46, False, [False, False, False, False], 2714, 'Stop', (13, 8))
Element 28: (0, (13, 8), ['%', '%', '%', ''], [(13, 5), (14, 7), (16, 11)], [True, True, True, False], 44, False, [False, False, False, False], 2713, 'East', (14, 8))
Element 29: (0, (14, 8), ['', '', '%', ''], [(14, 5), (15, 7), (17, 11)], [False, False, True, False], 42, False, [False, False, False, False], 2712, 'West', (13, 8))
Element 30: (0, (13, 8), ['%', '%', '%', ''], [(15, 5), (15, 8), (17, 10)], [True, True, True, False], 40, False, [False, False, False, False], 2711, 'Stop', (13, 8))
Element 31: (0, (13, 8), ['%', '%', '%', ''], [(16, 5), (15, 7), (17, 9)], [True, True, True, False], 38, False, [False, False, False, False], 2710, 'Stop', (13, 8))
Element 32: (0, (13, 8), ['%', '%', '%', ''], [(17, 5), (14, 7), (17, 10)], [True, True, True, False], 36, False, [False, False, False, False], 2709, 'Stop', (13, 8))
Element 33: (0, (13, 8), ['%', '%', '%', ''], [(18, 5), (15, 7), (16, 10)], [True, True, True, False], 34, False, [False, False, False, False], 2708, 'Stop', (13, 8))
Element 34: (0, (13, 8), ['%', '%', '%', ''], [(18, 4), (15, 6), (17, 10)], [True, True, True, False], 32, False, [False, False, False, False], 2707, 'Stop', (13, 8))
Element 35: (0, (13, 8), ['%', '%', '%', ''], [(18, 3), (15, 5), (18, 10)], [True, True, True, False], 30, False, [False, False, False, False], 2716, 'Stop', (13, 8))
Element 36: (0, (13, 8), ['%', '%', '%', ''], [(17, 3), (14, 5), (18, 11)], [True, True, True, False], 28, False, [False, False, False, False], 2725, 'Stop', (13, 8))
Element 37: (0, (13, 8), ['%', '%', '%', ''], [(16, 3), (13, 5), (17, 11)], [True, True, True, False], 26, False, [False, False, False, False], 2734, 'Stop', (13, 8))
Element 38: (0, (13, 8), ['%', '%', '%', ''], [(16, 4), (13, 6), (18, 11)], [True, True, True, False], 24, False, [False, False, False, False], 2733, 'Stop', (13, 8))
Element 39: (0, (13, 8), ['%', '%', '%', ''], [(17, 4), (12, 6), (18, 12)], [True, True, True, False], 22, False, [False, False, False, False], 2732, 'Stop', (13, 8))
Element 40: (0, (13, 8), ['%', '%', '%', ''], [(16, 4), (11, 6), (17, 12)], [True, True, True, False], 20, False, [False, False, False, False], 2741, 'Stop', (13, 8))
Element 41: (0, (13, 8), ['%', '%', '%', ''], [(15, 4), (12, 6), (18, 12)], [True, True, True, False], 18, False, [False, False, False, False], 2740, 'Stop', (13, 8))
Element 42: (0, (13, 8), ['%', '%', '%', ''], [(14, 4), (12, 5), (18, 13)], [True, True, True, False], 16, False, [False, False, False, False], 2739, 'Stop', (13, 8))
Element 43: (0, (13, 8), ['%', '%', '%', ''], [(14, 3), (12, 4), (17, 13)], [True, True, True, False], 14, False, [False, False, False, False], 2738, 'Stop', (13, 8))
Element 44: (0, (13, 8), ['%', '%', '%', ''], [(13, 3), (13, 4), (17, 12)], [True, True, True, False], 12, False, [False, False, False, False], 2747, 'Stop', (13, 8))
Element 45: (0, (13, 8), ['%', '%', '%', ''], [(13, 2), (13, 3), (17, 13)], [True, True, True, False], 10, False, [False, False, False, False], 2746, 'Stop', (13, 8))
Element 46: (0, (13, 8), ['%', '%', '%', ''], [(13, 1), (13, 4), (16, 13)], [True, True, True, False], 8, False, [False, False, False, False], 2755, 'Stop', (13, 8))
Element 47: (0, (13, 8), ['%', '%', '%', ''], [(14, 1), (12, 4), (16, 12)], [True, True, True, False], 6, False, [False, False, False, False], 2764, 'Stop', (13, 8))
Element 48: (0, (13, 8), ['%', '%', '%', ''], [(15, 1), (11, 4), (16, 13)], [True, True, True, False], 4, False, [False, False, False, False], 2773, 'Stop', (13, 8))
Element 49: (0, (13, 8), ['%', '%', '%', ''], [(14, 1), (11, 3), (15, 13)], [True, True, True, False], 2, False, [False, False, False, False], 2772, 'Stop', (13, 8))
Element 50: (0, (13, 8), ['%', '%', '%', ''], [(14, 2), (10, 3), (15, 12)], [True, True, True, False], 0, False, [False, False, False, False], 2771, 'Stop', (13, 8))
Element 51: #0#
