Element 1: (2, (5, 6), ['.', '.', '%', 'G'], [(6, 6), (6, 1), (15, 7)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'South', (5, 5))
Element 15: (2, (13, 4), ['', '.', '.', ''], [(3, 3), (17, 4), (17, 7)], [False, False, False, False], 70, False, [False, True, True, False], 3475, 'North', (13, 5))
Element 16: (2, (13, 5), ['.', '', '.', '.'], [(2, 3), (18, 4), (17, 6)], [False, False, False, False], 68, False, [True, False, True, True], 3504, 'East', (14, 5))
Element 17: (2, (14, 5), ['', '', '%', '.'], [(2, 4), (18, 5), (17, 5)], [False, False, True, False], 66, False, [False, False, False, True], 3543, 'East', (15, 5))
Element 18: (2, (15, 5), ['', '', '', 'G'], [(1, 4), (17, 5), (16, 5)], [False, False, False, False], 64, False, [False, False, False, False], 3572, 'North', (15, 6))
Element 19: (2, (15, 6), ['%', '', '', ''], [(1, 5), (17, 6), (16, 4)], [True, False, False, False], 62, False, [False, False, False, False], 3581, 'East', (16, 6))
Element 20: (2, (16, 6), ['', '', '%', ''], [(1, 4), (17, 7), (16, 3)], [False, False, True, False], 60, False, [False, False, False, False], 3590, 'East', (17, 6))
Element 21: (2, (17, 6), ['', '', '', '%'], [(2, 4), (18, 7), (17, 3)], [False, False, False, True], 58, False, [False, False, False, False], 3599, 'North', (17, 7))
Element 22: (2, (17, 7), ['%', '', '%', 'G'], [(2, 3), (18, 7), (18, 3)], [True, False, True, False], 56, False, [False, False, False, False], 3608, 'South', (17, 6))
Element 23: (2, (17, 6), ['', '', 'G', '%'], [(2, 2), (17, 7), (18, 4)], [False, False, False, True], 54, False, [False, False, False, False], 3617, 'South', (17, 5))
Element 24: (2, (17, 5), ['', '', 'G', 'G'], [(2, 1), (17, 6), (18, 5)], [False, False, False, False], 52, False, [False, False, False, False], 3626, 'South', (17, 4))
Element 25: (2, (17, 4), ['', '', 'G', 'G'], [(3, 1), (17, 5), (18, 4)], [False, False, False, False], 50, False, [False, False, False, False], 3635, 'South', (17, 3))
Element 26: (2, (17, 3), ['', '%', 'G', ''], [(4, 1), (17, 5), (17, 4)], [False, True, False, False], 48, False, [False, False, False, False], 3644, 'East', (18, 3))
Element 27: (2, (18, 3), ['', '%', 'G', '%'], [(4, 2), (18, 5), (18, 4)], [False, True, False, True], 46, False, [False, False, False, False], 3653, 'West', (17, 3))
Element 28: (2, (17, 3), ['', '%', '', 'G'], [(5, 2), (18, 4), (18, 3)], [False, True, False, False], 44, False, [False, False, False, False], 3662, 'West', (16, 3))
Element 29: (2, (16, 3), ['%', '%', '', 'G'], [(6, 2), (18, 3), (17, 3)], [True, True, False, False], 42, False, [False, False, False, False], 3671, 'North', (16, 4))
Element 30: (2, (16, 4), ['', '', '', 'G'], [(7, 2), (17, 3), (17, 4)], [False, False, False, False], 40, False, [False, False, False, False], 3680, 'North', (16, 5))
Element 31: (2, (16, 5), ['', 'G', '', ''], [(8, 2), (16, 3), (16, 4)], [False, False, False, False], 38, False, [False, False, False, False], 3689, 'West', (15, 5))
Element 32: (2, (15, 5), ['', 'G', '', ''], [(9, 2), (17, 3), (15, 4)], [False, False, False, False], 36, False, [False, False, False, False], 3688, 'West', (14, 5))
Element 33: (2, (14, 5), ['', '', '%', 'G'], [(10, 2), (18, 3), (15, 5)], [False, False, True, False], 34, False, [False, False, False, False], 3687, 'South', (14, 4))
Element 34: (2, (14, 4), ['', '', 'G', ''], [(11, 2), (18, 4), (14, 5)], [False, False, False, False], 32, False, [False, False, False, False], 3686, 'East', (15, 4))
Element 35: (2, (15, 4), ['G', '%', '', ''], [(11, 1), (17, 4), (14, 4)], [False, True, False, False], 30, False, [False, False, False, False], 3695, 'North', (15, 5))
Element 36: (2, (15, 5), ['', '', '', ''], [(12, 1), (17, 5), (14, 3)], [False, False, False, False], 28, False, [False, False, False, False], 3704, 'West', (14, 5))
Element 37: (2, (14, 5), ['', '', '%', ''], [(13, 1), (17, 4), (13, 3)], [False, False, True, False], 26, False, [False, False, False, False], 3723, 'South', (14, 4))
Element 38: (2, (14, 4), ['G', '', '', ''], [(14, 1), (17, 3), (13, 4)], [False, False, False, False], 24, False, [False, False, False, False], 3732, 'South', (14, 3))
Element 39: (2, (14, 3), ['', '', '', '%'], [(15, 1), (17, 4), (13, 5)], [False, False, False, True], 22, False, [False, False, False, False], 3741, 'South', (14, 2))
Element 40: (2, (14, 2), ['', 'G', '', '%'], [(14, 1), (16, 4), (13, 6)], [False, False, False, True], 20, False, [False, False, False, False], 3750, 'West', (13, 2))
Element 41: (2, (13, 2), ['', '', '', 'G'], [(14, 2), (16, 5), (12, 6)], [False, False, False, False], 18, False, [False, False, False, False], 3759, 'North', (13, 3))
Element 42: (2, (13, 3), ['%', '', '', 'G'], [(14, 3), (16, 6), (12, 5)], [True, False, False, False], 16, False, [False, False, False, False], 3768, 'South', (13, 2))
Element 43: (2, (13, 2), ['', '', '', ''], [(14, 4), (15, 6), (12, 4)], [False, False, False, False], 14, False, [False, False, False, False], 3767, 'South', (13, 1))
Element 44: (2, (13, 1), ['', '%', '', ''], [(15, 4), (15, 7), (11, 4)], [False, True, False, False], 12, False, [False, False, False, False], 3766, 'East', (14, 1))
Element 45: (2, (14, 1), ['', '%', '', ''], [(16, 4), (15, 8), (10, 4)], [False, True, False, False], 10, False, [False, False, False, False], 3775, 'East', (15, 1))
Element 46: (2, (15, 1), ['', '%', '%', '%'], [(17, 4), (14, 8), (10, 5)], [False, True, True, True], 8, False, [False, False, False, False], 4774, 'West', (14, 1))
Element 47: (2, (14, 1), ['', '%', '', ''], [(18, 4), (14, 7), (9, 5)], [False, True, False, False], 6, False, [False, False, False, False], 4783, 'West', (13, 1))
Element 48: (2, (13, 1), ['', '%', '', ''], [(18, 5), (14, 8), (9, 6)], [False, True, False, False], 4, False, [False, False, False, False], 4792, 'West', (12, 1))
Element 49: (2, (12, 1), ['', '%', '', ''], [(17, 5), (13, 8), (9, 7)], [False, True, False, False], 2, False, [False, False, False, False], 4801, 'North', (12, 2))
Element 50: (2, (12, 2), ['', '', '%', ''], [(17, 5), (13, 8), (10, 7)], [False, False, True, False], 0, False, [False, False, False, False], 4810, 'Stop', (12, 2))
Element 51: #0#
