Element 1: (0, (1, 12), ['%', 'F', '.', '.'], [(5, 1), (5, 5), (7, 1)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'South', (1, 11))
Element 19: (0, (16, 13), ['', '.', '%', '.'], [(17, 7), (9, 7), (17, 3)], [False, False, True, False], 62, False, [False, True, False, True], 4642, 'East', (17, 13))
Element 20: (0, (17, 13), ['', '.', '%', '.'], [(18, 7), (10, 7), (16, 3)], [False, False, True, False], 60, False, [False, True, False, True], 4681, 'East', (18, 13))
Element 21: (0, (18, 13), ['', '.', '%', '%'], [(17, 7), (10, 8), (17, 3)], [False, False, True, True], 58, False, [False, True, False, False], 4700, 'South', (18, 12))
Element 22: (0, (18, 12), ['.', '.', '', '%'], [(17, 6), (9, 8), (18, 3)], [False, False, False, True], 56, False, [True, True, False, False], 4719, 'South', (18, 11))
Element 23: (0, (18, 11), ['.', '.', '', '%'], [(16, 6), (8, 8), (18, 4)], [False, False, False, True], 54, False, [True, True, False, False], 4748, 'South', (18, 10))
Element 24: (0, (18, 10), ['.', '%', '', '%'], [(15, 6), (8, 9), (17, 4)], [False, True, False, True], 52, False, [True, False, False, False], 4777, 'West', (17, 10))
Element 25: (0, (17, 10), ['.', '.', '.', ''], [(15, 7), (7, 9), (17, 5)], [False, False, False, False], 50, False, [True, True, True, False], 4806, 'North', (17, 11))
Element 26: (0, (17, 11), ['.', '', '.', ''], [(15, 8), (7, 8), (17, 6)], [False, False, False, False], 48, False, [True, False, True, False], 4835, 'North', (17, 12))
Element 27: (0, (17, 12), ['.', '', '', ''], [(14, 8), (6, 8), (17, 7)], [False, False, False, False], 46, False, [True, False, False, False], 4864, 'West', (16, 12))
Element 28: (0, (16, 12), ['.', '.', '', ''], [(14, 7), (6, 9), (18, 7)], [False, False, False, False], 44, False, [True, True, False, False], 4893, 'South', (16, 11))
Element 29: (0, (16, 11), ['%', '.', '', ''], [(14, 8), (6, 8), (17, 7)], [True, False, False, False], 42, False, [False, True, False, False], 4902, 'South', (16, 10))
Element 30: (0, (16, 10), ['%', '.', '', ''], [(13, 8), (5, 8), (17, 6)], [True, False, False, False], 40, False, [False, True, False, False], 4931, 'South', (16, 9))
Element 31: (0, (16, 9), ['%', '%', '', '.'], [(14, 8), (4, 8), (16, 6)], [True, True, False, False], 38, False, [False, False, False, True], 4950, 'East', (17, 9))
Element 32: (0, (17, 9), ['', '%', '', '%'], [(15, 8), (5, 8), (16, 5)], [False, True, False, True], 36, False, [False, False, False, False], 4959, 'West', (16, 9))
Element 33: (0, (16, 9), ['%', '%', '', ''], [(15, 7), (6, 8), (15, 5)], [True, True, False, False], 34, False, [False, False, False, False], 4958, 'North', (16, 10))
Element 34: (0, (16, 10), ['%', '', '', ''], [(14, 7), (7, 8), (15, 6)], [True, False, False, False], 32, False, [False, False, False, False], 4957, 'North', (16, 11))
Element 35: (0, (16, 11), ['%', '', '', ''], [(15, 7), (7, 9), (15, 5)], [True, False, False, False], 30, False, [False, False, False, False], 4956, 'North', (16, 12))
Element 36: (0, (16, 12), ['.', '', '', ''], [(15, 6), (6, 9), (14, 5)], [False, False, False, False], 28, False, [True, False, False, False], 4955, 'West', (15, 12))
Element 37: (0, (15, 12), ['%', '%', '', ''], [(16, 6), (7, 9), (13, 5)], [True, True, False, False], 26, False, [False, False, False, False], 4964, 'East', (16, 12))
Element 38: (0, (16, 12), ['', '', '', ''], [(17, 6), (8, 9), (13, 6)], [False, False, False, False], 24, False, [False, False, False, False], 4973, 'East', (17, 12))
Element 39: (0, (17, 12), ['', '', '', ''], [(17, 5), (8, 8), (12, 6)], [False, False, False, False], 22, False, [False, False, False, False], 4982, 'South', (17, 11))
Element 40: (0, (17, 11), ['', '', '', ''], [(18, 5), (7, 8), (12, 5)], [False, False, False, False], 20, False, [False, False, False, False], 4991, 'West', (16, 11))
Element 41: (0, (16, 11), ['%', '', '', ''], [(18, 4), (8, 8), (12, 4)], [True, False, False, False], 18, False, [False, False, False, False], 4990, 'East', (17, 11))
Element 42: (0, (17, 11), ['', '', '', ''], [(18, 3), (9, 8), (13, 4)], [False, False, False, False], 16, False, [False, False, False, False], 4989, 'South', (17, 10))
Element 43: (0, (17, 10), ['', '', '', ''], [(17, 3), (10, 8), (13, 3)], [False, False, False, False], 14, False, [False, False, False, False], 4998, 'South', (17, 9))
Element 44: (0, (17, 9), ['', '%', '', '%'], [(17, 4), (10, 7), (13, 4)], [False, True, False, True], 12, False, [False, False, False, False], 4997, 'North', (17, 10))
Element 45: (0, (17, 10), ['', '', '', ''], [(16, 4), (9, 7), (12, 4)], [False, False, False, False], 10, False, [False, False, False, False], 4996, 'West', (16, 10))
Element 46: (0, (16, 10), ['%', '', '', ''], [(16, 3), (9, 8), (11, 4)], [True, False, False, False], 8, False, [False, False, False, False], 4995, 'East', (17, 10))
Element 47: (0, (17, 10), ['', '', '', ''], [(16, 4), (9, 7), (11, 3)], [False, False, False, False], 6, False, [False, False, False, False], 4994, 'East', (18, 10))
Element 48: (0, (18, 10), ['', '%', '', '%'], [(15, 4), (9, 6), (10, 3)], [False, True, False, True], 4, False, [False, False, False, False], 4993, 'North', (18, 11))
Element 49: (0, (18, 11), ['', '', '', '%'], [(14, 4), (8, 6), (10, 4)], [False, False, False, True], 2, False, [False, False, False, False], 5002, 'West', (17, 11))
Element 50: (0, (17, 11), ['', '', '', ''], [(14, 3), (8, 5), (10, 5)], [False, False, False, False], 0, False, [False, False, False, False], 5011, 'Stop', (17, 11))
Element 51: #0#
