Element 1: (0, (9, 11), ['.', 'G', '.', '.'], [(6, 13), (9, 10), (14, 11)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (10, 11))
Element 24: (0, (17, 8), ['.', '', '', '%'], [(15, 11), (13, 13), (18, 4)], [False, False, False, True], 52, False, [True, False, False, False], 387, 'West', (16, 8))
Element 25: (0, (16, 8), ['.', '.', '', ''], [(15, 10), (12, 13), (18, 3)], [False, False, False, False], 50, False, [True, True, False, False], 406, 'South', (16, 7))
Element 26: (0, (16, 7), ['.', '%', '', ''], [(16, 10), (11, 13), (18, 2)], [False, True, False, False], 48, False, [True, False, False, False], 435, 'West', (15, 7))
Element 27: (0, (15, 7), ['.', '%', '.', ''], [(17, 10), (12, 13), (18, 1)], [False, True, False, False], 46, False, [True, False, True, False], 454, 'North', (15, 8))
Element 28: (0, (15, 8), ['%', '', '', ''], [(18, 10), (12, 12), (17, 1)], [True, False, False, False], 44, False, [False, False, False, False], 473, 'North', (15, 9))
Element 29: (0, (15, 9), ['.', '', '', ''], [(18, 11), (12, 13), (16, 1)], [False, False, False, False], 42, False, [True, False, False, False], 1472, 'West', (14, 9))
Element 30: (0, (14, 9), ['%', '%', '%', ''], [(17, 11), (13, 13), (17, 1)], [True, True, True, False], 40, False, [False, False, False, False], 1481, 'East', (15, 9))
Element 31: (0, (15, 9), ['', '', '', ''], [(18, 11), (13, 12), (17, 2)], [False, False, False, False], 38, False, [False, False, False, False], 1490, 'East', (16, 9))
Element 32: (0, (16, 9), ['', '', '', ''], [(18, 10), (12, 12), (17, 3)], [False, False, False, False], 36, False, [False, False, False, False], 1499, 'West', (15, 9))
Element 33: (0, (15, 9), ['', '', '', ''], [(17, 10), (13, 12), (17, 4)], [False, False, False, False], 34, False, [False, False, False, False], 1508, 'South', (15, 8))
Element 34: (0, (15, 8), ['%', '', '', ''], [(17, 11), (14, 12), (17, 5)], [True, False, False, False], 32, False, [False, False, False, False], 1517, 'South', (15, 7))
Element 35: (0, (15, 7), ['.', '%', '', ''], [(17, 10), (15, 12), (16, 5)], [False, True, False, False], 30, False, [True, False, False, False], 1526, 'West', (14, 7))
Element 36: (0, (14, 7), ['.', '%', '%', ''], [(17, 9), (15, 11), (16, 4)], [False, True, True, False], 28, False, [True, False, False, False], 1545, 'West', (13, 7))
Element 37: (0, (13, 7), ['.', '%', '.', ''], [(17, 8), (15, 10), (16, 3)], [False, True, False, False], 26, False, [True, False, True, False], 1564, 'North', (13, 8))
Element 38: (0, (13, 8), ['.', '', '%', '%'], [(17, 7), (16, 10), (15, 3)], [False, False, True, True], 24, False, [True, False, False, False], 1583, 'West', (12, 8))
Element 39: (0, (12, 8), ['.', '.', '.', ''], [(17, 6), (17, 10), (15, 4)], [False, False, False, False], 22, False, [True, True, True, False], 1602, 'North', (12, 9))
Element 40: (0, (12, 9), ['.', '', '%', '%'], [(18, 6), (18, 10), (15, 5)], [False, False, True, True], 20, False, [True, False, False, False], 1621, 'West', (11, 9))
Element 41: (0, (11, 9), ['%', '.', '%', ''], [(18, 5), (18, 11), (14, 5)], [True, False, True, False], 18, False, [False, True, False, False], 1640, 'South', (11, 8))
Element 42: (0, (11, 8), ['F', '%', '', ''], [(18, 4), (17, 11), (14, 4)], [False, True, False, False], 16, False, [False, False, False, False], 1659, 'West', (10, 8))
Element 43: (0, (10, 8), ['.', '.', '%', ''], [(18, 3), (18, 11), (14, 3)], [False, False, True, False], 14, False, [True, True, False, False], 2668, 'South', (10, 7))
Element 44: (0, (10, 7), ['.', '.', '', '%'], [(18, 2), (18, 10), (13, 3)], [False, False, False, True], 12, False, [True, True, False, False], 2687, 'South', (10, 6))
Element 45: (0, (10, 6), ['.', '.', '', '.'], [(18, 1), (17, 10), (13, 4)], [False, False, False, False], 10, False, [True, True, False, True], 2706, 'East', (11, 6))
Element 46: (0, (11, 6), ['', '.', '%', '.'], [(17, 1), (17, 11), (13, 5)], [False, False, True, False], 8, False, [False, True, False, True], 2725, 'East', (12, 6))
Element 47: (0, (12, 6), ['', '%', '.', '%'], [(17, 2), (17, 10), (13, 4)], [False, True, False, True], 6, False, [False, False, True, False], 2734, 'North', (12, 7))
Element 48: (0, (12, 7), ['%', '', '', ''], [(17, 3), (17, 9), (13, 3)], [True, False, False, False], 4, False, [False, False, False, False], 2743, 'South', (12, 6))
Element 49: (0, (12, 6), ['', '%', '', '%'], [(17, 4), (17, 8), (13, 2)], [False, True, False, True], 2, False, [False, False, False, False], 2752, 'West', (11, 6))
Element 50: (0, (11, 6), ['', '.', '%', ''], [(17, 5), (17, 7), (12, 2)], [False, False, True, False], 0, False, [False, True, False, False], 2761, 'Stop', (11, 6))
Element 51: #0#
