Element 1: (2, (5, 9), ['.', '%', 'G', '.'], [(10, 6), (5, 10), (14, 3)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'East', (6, 9))
Element 21: (2, (15, 13), ['%', '', '%', '.'], [(16, 10), (17, 8), (13, 2)], [True, False, True, False], 58, False, [False, False, False, True], 1579, 'East', (16, 13))
Element 22: (2, (16, 13), ['', '%', '%', '.'], [(16, 9), (17, 9), (12, 2)], [False, True, True, False], 56, False, [False, False, False, True], 1598, 'East', (17, 13))
Element 23: (2, (17, 13), ['', '%', '%', '.'], [(15, 9), (17, 10), (12, 3)], [False, True, True, False], 54, False, [False, False, False, True], 1627, 'East', (18, 13))
Element 24: (2, (18, 13), ['', '%', '%', '%'], [(14, 9), (18, 10), (11, 3)], [False, True, True, True], 52, False, [False, False, False, False], 1656, 'West', (17, 13))
Element 25: (2, (17, 13), ['', '%', '%', ''], [(15, 9), (18, 11), (11, 4)], [False, True, True, False], 50, False, [False, False, False, False], 1665, 'West', (16, 13))
Element 26: (2, (16, 13), ['', '%', '%', ''], [(15, 10), (17, 11), (11, 5)], [False, True, True, False], 48, False, [False, False, False, False], 1674, 'West', (15, 13))
Element 27: (2, (15, 13), ['%', '', '%', ''], [(15, 11), (18, 11), (10, 5)], [True, False, True, False], 46, False, [False, False, False, False], 1683, 'South', (15, 12))
Element 28: (2, (15, 12), ['.', '', '', '%'], [(14, 11), (18, 10), (10, 4)], [False, False, False, True], 44, False, [True, False, False, False], 1702, 'West', (14, 12))
Element 29: (2, (14, 12), ['.', '', '%', ''], [(13, 11), (17, 10), (10, 3)], [False, False, True, False], 42, False, [True, False, False, False], 1731, 'West', (13, 12))
Element 30: (2, (13, 12), ['.', '', '.', ''], [(12, 11), (17, 11), (10, 2)], [False, False, False, False], 40, False, [True, False, True, False], 1760, 'North', (13, 13))
Element 31: (2, (13, 13), ['.', '', '%', '%'], [(12, 12), (17, 10), (11, 2)], [False, False, True, True], 38, False, [True, False, False, False], 1789, 'West', (12, 13))
Element 32: (2, (12, 13), ['.', '', '%', ''], [(13, 12), (16, 10), (11, 1)], [False, False, True, False], 36, False, [True, False, False, False], 1808, 'West', (11, 13))
Element 33: (2, (11, 13), ['%', '%', '%', ''], [(14, 12), (16, 9), (12, 1)], [True, True, True, False], 34, False, [False, False, False, False], 1827, 'East', (12, 13))
Element 34: (2, (12, 13), ['', '', '%', ''], [(15, 12), (16, 8), (11, 1)], [False, False, True, False], 32, False, [False, False, False, False], 1826, 'South', (12, 12))
Element 35: (2, (12, 12), ['%', '', '', ''], [(15, 13), (15, 8), (11, 2)], [True, False, False, False], 30, False, [False, False, False, False], 1825, 'South', (12, 11))
Element 36: (2, (12, 11), ['.', '%', '', ''], [(16, 13), (15, 9), (10, 2)], [False, True, False, False], 28, False, [True, False, False, False], 1824, 'West', (11, 11))
Element 37: (2, (11, 11), ['.', '%', '%', ''], [(17, 13), (15, 10), (9, 2)], [False, True, True, False], 26, False, [True, False, False, False], 1843, 'West', (10, 11))
Element 38: (2, (10, 11), ['.', '%', '.', ''], [(18, 13), (15, 11), (9, 3)], [False, True, False, False], 24, False, [True, False, True, False], 1862, 'North', (10, 12))
Element 39: (2, (10, 12), ['.', '', '%', '%'], [(17, 13), (15, 12), (9, 4)], [False, False, True, True], 22, False, [True, False, False, False], 1881, 'West', (9, 12))
Element 40: (2, (9, 12), ['.', '.', '.', ''], [(16, 13), (15, 13), (9, 5)], [False, False, False, False], 20, False, [True, True, True, False], 1900, 'North', (9, 13))
Element 41: (2, (9, 13), ['.', '', '%', '%'], [(17, 13), (16, 13), (9, 6)], [False, False, True, True], 18, False, [True, False, False, False], 1909, 'West', (8, 13))
Element 42: (2, (8, 13), ['.', '.', '%', ''], [(17, 13), (15, 13), (8, 6)], [False, False, True, False], 16, False, [True, True, False, False], 1928, 'South', (8, 12))
Element 43: (2, (8, 12), ['.', '.', '', ''], [(17, 13), (15, 12), (7, 6)], [False, False, False, False], 14, False, [True, True, False, False], 1947, 'South', (8, 11))
Element 44: (2, (8, 11), ['.', '.', '', '.'], [(17, 13), (14, 12), (7, 5)], [False, False, False, False], 12, False, [True, True, False, True], 1966, 'East', (9, 11))
Element 45: (2, (9, 11), ['', '.', '', ''], [(16, 13), (14, 11), (7, 4)], [False, False, False, False], 10, False, [False, True, False, False], 1985, 'South', (9, 10))
Element 46: (2, (9, 10), ['.', '%', '', '%'], [(16, 13), (13, 11), (8, 4)], [False, True, False, True], 8, False, [True, False, False, False], 2004, 'West', (8, 10))
Element 47: (2, (8, 10), ['%', '%', '', ''], [(16, 13), (13, 12), (8, 3)], [True, True, False, False], 6, False, [False, False, False, False], 2023, 'East', (9, 10))
Element 48: (2, (9, 10), ['', '%', '', '%'], [(16, 13), (13, 13), (8, 2)], [False, True, False, True], 4, False, [False, False, False, False], 2032, 'North', (9, 11))
Element 49: (2, (9, 11), ['', '', '', ''], [(16, 13), (12, 13), (7, 2)], [False, False, False, False], 2, False, [False, False, False, False], 3031, 'West', (8, 11))
Element 50: (2, (8, 11), ['.', '', '', ''], [(16, 13), (12, 13), (7, 3)], [False, False, False, False], 0, False, [True, False, False, False], 3040, 'Stop', (8, 11))
Element 51: #0#
