Element 1: (3, (15, 4), ['', '.', '.', '.'], [(12, 9), (10, 5), (14, 5)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (16, 4))
Element 23: (3, (16, 7), ['', '%', '', ''], [(14, 11), (12, 13), (16, 5)], [False, True, False, False], 54, False, [False, False, False, False], 447, 'West', (15, 7))
Element 24: (3, (15, 7), ['', '%', '', ''], [(13, 11), (12, 12), (16, 4)], [False, True, False, False], 52, False, [False, False, False, False], 466, 'North', (15, 8))
Element 25: (3, (15, 8), ['%', '', '', ''], [(12, 11), (12, 13), (16, 3)], [True, False, False, False], 50, False, [False, False, False, False], 485, 'North', (15, 9))
Element 26: (3, (15, 9), ['', '', '', ''], [(11, 11), (11, 13), (17, 3)], [False, False, False, False], 48, False, [False, False, False, False], 514, 'North', (15, 10))
Element 27: (3, (15, 10), ['%', '', '', ''], [(10, 11), (12, 13), (18, 3)], [True, False, False, False], 46, False, [False, False, False, False], 533, 'North', (15, 11))
Element 28: (3, (15, 11), ['', '', '', '%'], [(10, 12), (13, 13), (18, 2)], [False, False, False, True], 44, False, [False, False, False, False], 552, 'North', (15, 12))
Element 29: (3, (15, 12), ['', '', '', '%'], [(9, 12), (13, 12), (18, 1)], [False, False, False, True], 42, False, [False, False, False, False], 571, 'North', (15, 13))
Element 30: (3, (15, 13), ['%', '', '%', ''], [(9, 13), (13, 11), (17, 1)], [True, False, True, False], 40, False, [False, False, False, False], 590, 'East', (16, 13))
Element 31: (3, (16, 13), ['', '%', '%', ''], [(8, 13), (12, 11), (16, 1)], [False, True, True, False], 38, False, [False, False, False, False], 1599, 'East', (17, 13))
Element 32: (3, (17, 13), ['', '%', '%', ''], [(8, 12), (11, 11), (17, 1)], [False, True, True, False], 36, False, [False, False, False, False], 1608, 'East', (18, 13))
Element 33: (3, (18, 13), ['', '%', '%', '%'], [(8, 11), (10, 11), (17, 2)], [False, True, True, True], 34, False, [False, False, False, False], 1627, 'West', (17, 13))
Element 34: (3, (17, 13), ['', '%', '%', ''], [(9, 11), (10, 12), (17, 1)], [False, True, True, False], 32, False, [False, False, False, False], 1636, 'West', (16, 13))
Element 35: (3, (16, 13), ['', '%', '%', ''], [(9, 10), (9, 12), (18, 1)], [False, True, True, False], 30, False, [False, False, False, False], 1645, 'West', (15, 13))
Element 36: (3, (15, 13), ['%', '', '%', ''], [(8, 10), (9, 13), (18, 2)], [True, False, True, False], 28, False, [False, False, False, False], 1654, 'South', (15, 12))
Element 37: (3, (15, 12), ['', '', '', '%'], [(9, 10), (8, 13), (17, 2)], [False, False, False, True], 26, False, [False, False, False, False], 1653, 'West', (14, 12))
Element 38: (3, (14, 12), ['', '', '%', ''], [(9, 11), (7, 13), (18, 2)], [False, False, True, False], 24, False, [False, False, False, False], 1662, 'South', (14, 11))
Element 39: (3, (14, 11), ['', '%', '', ''], [(8, 11), (7, 12), (18, 3)], [False, True, False, False], 22, False, [False, False, False, False], 1671, 'West', (13, 11))
Element 40: (3, (13, 11), ['', '%', '', ''], [(8, 10), (7, 11), (18, 4)], [False, True, False, False], 20, False, [False, False, False, False], 1680, 'North', (13, 12))
Element 41: (3, (13, 12), ['', '', '', ''], [(8, 11), (7, 12), (18, 5)], [False, False, False, False], 18, False, [False, False, False, False], 1679, 'North', (13, 13))
Element 42: (3, (13, 13), ['', '', '%', '%'], [(7, 11), (6, 12), (18, 6)], [False, False, True, True], 16, False, [False, False, False, False], 1688, 'West', (12, 13))
Element 43: (3, (12, 13), ['', '', '%', ''], [(7, 12), (6, 13), (18, 5)], [False, False, True, False], 14, False, [False, False, False, False], 1697, 'South', (12, 12))
Element 44: (3, (12, 12), ['%', '', '', ''], [(7, 13), (6, 12), (18, 4)], [True, False, False, False], 12, False, [False, False, False, False], 1696, 'South', (12, 11))
Element 45: (3, (12, 11), ['', '%', '', ''], [(6, 13), (7, 12), (17, 4)], [False, True, False, False], 10, False, [False, False, False, False], 1695, 'West', (11, 11))
Element 46: (3, (11, 11), ['', '%', '%', ''], [(6, 12), (8, 12), (18, 4)], [False, True, True, False], 8, False, [False, False, False, False], 1694, 'West', (10, 11))
Element 47: (3, (10, 11), ['', '%', '', ''], [(6, 13), (8, 11), (18, 3)], [False, True, False, False], 6, False, [False, False, False, False], 1693, 'North', (10, 12))
Element 48: (3, (10, 12), ['', '', '%', '%'], [(7, 13), (9, 11), (17, 3)], [False, False, True, True], 4, False, [False, False, False, False], 1692, 'West', (9, 12))
Element 49: (3, (9, 12), ['', '', '', ''], [(7, 12), (9, 10), (17, 2)], [False, False, False, False], 2, False, [False, False, False, False], 1691, 'North', (9, 13))
Element 50: (3, (9, 13), ['', '', '%', '%'], [(7, 12), (9, 10), (17, 2)], [False, False, True, True], 0, False, [False, False, False, False], 1690, 'Stop', (9, 13))
Element 51: #0#
