Element 1: (0, (10, 7), ['.', '.', 'F', '%'], [(4, 2), (5, 9), (16, 7)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (10, 8))
Element 18: (0, (17, 13), ['', '%', '%', '.'], [(18, 3), (17, 6), (15, 9)], [False, True, True, False], 64, False, [False, False, False, True], 2513, 'East', (18, 13))
Element 19: (0, (18, 13), ['', '%', '%', '%'], [(18, 4), (18, 6), (15, 10)], [False, True, True, True], 62, False, [False, False, False, False], 2542, 'West', (17, 13))
Element 20: (0, (17, 13), ['', '%', '%', ''], [(18, 5), (17, 6), (15, 11)], [False, True, True, False], 60, False, [False, False, False, False], 2551, 'West', (16, 13))
Element 21: (0, (16, 13), ['', '%', '%', ''], [(17, 5), (17, 7), (14, 11)], [False, True, True, False], 58, False, [False, False, False, False], 2570, 'West', (15, 13))
Element 22: (0, (15, 13), ['%', '', '%', ''], [(17, 4), (17, 6), (14, 12)], [True, False, True, False], 56, False, [False, False, False, False], 2589, 'South', (15, 12))
Element 23: (0, (15, 12), ['', '', '', '%'], [(16, 4), (17, 7), (13, 12)], [False, False, False, True], 54, False, [False, False, False, False], 2608, 'West', (14, 12))
Element 24: (0, (14, 12), ['', '', '%', ''], [(16, 5), (17, 8), (13, 13)], [False, False, True, False], 52, False, [False, False, False, False], 2627, 'South', (14, 11))
Element 25: (0, (14, 11), ['.', '%', '', ''], [(15, 5), (17, 9), (12, 13)], [False, True, False, False], 50, False, [True, False, False, False], 2646, 'West', (13, 11))
Element 26: (0, (13, 11), ['.', '%', '', ''], [(15, 4), (17, 10), (12, 12)], [False, True, False, False], 48, False, [True, False, False, False], 2675, 'West', (12, 11))
Element 27: (0, (12, 11), ['.', '%', '', ''], [(14, 4), (18, 10), (12, 13)], [False, True, False, False], 46, False, [True, False, False, False], 2694, 'West', (11, 11))
Element 28: (0, (11, 11), ['.', '%', '%', ''], [(14, 5), (18, 11), (11, 13)], [False, True, True, False], 44, False, [True, False, False, False], 2723, 'West', (10, 11))
Element 29: (0, (10, 11), ['.', '%', '.', ''], [(13, 5), (17, 11), (12, 13)], [False, True, False, False], 42, False, [True, False, True, False], 2742, 'North', (10, 12))
Element 30: (0, (10, 12), ['.', '', '%', '%'], [(13, 4), (18, 11), (13, 13)], [False, False, True, True], 40, False, [True, False, False, False], 2761, 'West', (9, 12))
Element 31: (0, (9, 12), ['.', '.', '.', ''], [(13, 5), (18, 10), (13, 12)], [False, False, False, False], 38, False, [True, True, True, False], 2770, 'North', (9, 13))
Element 32: (0, (9, 13), ['.', '', '%', '%'], [(14, 5), (17, 10), (13, 11)], [False, False, True, True], 36, False, [True, False, False, False], 2779, 'West', (8, 13))
Element 33: (0, (8, 13), ['.', '.', '%', ''], [(14, 4), (17, 11), (12, 11)], [False, False, True, False], 34, False, [True, True, False, False], 2788, 'South', (8, 12))
Element 34: (0, (8, 12), ['.', '.', '', ''], [(13, 4), (17, 10), (11, 11)], [False, False, False, False], 32, False, [True, True, False, False], 2797, 'South', (8, 11))
Element 35: (0, (8, 11), ['.', '.', '', '.'], [(14, 4), (16, 10), (10, 11)], [False, False, False, False], 30, False, [True, True, False, True], 2806, 'East', (9, 11))
Element 36: (0, (9, 11), ['', '.', '', ''], [(15, 4), (16, 9), (10, 12)], [False, False, False, False], 28, False, [False, True, False, False], 2815, 'South', (9, 10))
Element 37: (0, (9, 10), ['.', '%', '', '%'], [(15, 5), (16, 8), (9, 12)], [False, True, False, True], 26, False, [True, False, False, False], 2824, 'West', (8, 10))
Element 38: (0, (8, 10), ['%', '%', '', ''], [(14, 5), (15, 8), (9, 13)], [True, True, False, False], 24, False, [False, False, False, False], 2833, 'East', (9, 10))
Element 39: (0, (9, 10), ['', '%', '', '%'], [(15, 5), (15, 9), (8, 13)], [False, True, False, True], 22, False, [False, False, False, False], 2832, 'North', (9, 11))
Element 40: (0, (9, 11), ['', '', '', ''], [(16, 5), (15, 10), (7, 13)], [False, False, False, False], 20, False, [False, False, False, False], 2841, 'West', (8, 11))
Element 41: (0, (8, 11), ['.', '', '', ''], [(16, 4), (15, 11), (7, 12)], [False, False, False, False], 18, False, [True, False, False, False], 2850, 'South', (8, 10))
Element 42: (0, (8, 10), ['%', '%', '', ''], [(15, 4), (15, 12), (7, 11)], [True, True, False, False], 16, False, [False, False, False, False], 2859, 'North', (8, 11))
Element 43: (0, (8, 11), ['', '', '', ''], [(16, 4), (15, 13), (7, 12)], [False, False, False, False], 14, False, [False, False, False, False], 2858, 'West', (7, 11))
Element 44: (0, (7, 11), ['%', '%', '', ''], [(17, 4), (16, 13), (6, 12)], [True, True, False, False], 12, False, [False, False, False, False], 2867, 'North', (7, 12))
Element 45: (0, (7, 12), ['', '', '', ''], [(17, 5), (17, 13), (6, 13)], [False, False, False, False], 10, False, [False, False, False, False], 2876, 'North', (7, 13))
Element 46: (0, (7, 13), ['', '', '%', ''], [(16, 5), (18, 13), (6, 12)], [False, False, True, False], 8, False, [False, False, False, False], 2875, 'West', (6, 13))
Element 47: (0, (6, 13), ['%', '', '%', ''], [(17, 5), (17, 13), (7, 12)], [True, False, True, False], 6, False, [False, False, False, False], 2874, 'South', (6, 12))
Element 48: (0, (6, 12), ['%', '%', '', ''], [(17, 6), (16, 13), (8, 12)], [True, True, False, False], 4, False, [False, False, False, False], 2873, 'North', (6, 13))
Element 49: (0, (6, 13), ['%', '', '%', ''], [(18, 6), (15, 13), (8, 11)], [True, False, True, False], 2, False, [False, False, False, False], 2872, 'East', (7, 13))
Element 50: (0, (7, 13), ['', '', '%', ''], [(17, 6), (15, 12), (9, 11)], [False, False, True, False], 0, False, [False, False, False, False], 2871, 'Stop', (7, 13))
Element 51: #0#
