Element 1: (2, (3, 1), ['.', '%', 'G', '.'], [(18, 11), (3, 2), (12, 6)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'East', (4, 1))
Element 42: (2, (18, 11), ['', '', '%', '%'], [(10, 4), (15, 3), (8, 11)], [False, False, True, True], 16, False, [False, False, False, False], 2968, 'West', (17, 11))
Element 43: (2, (17, 11), ['%', '', '%', ''], [(10, 5), (14, 3), (8, 10)], [True, False, True, False], 14, False, [False, False, False, False], 2977, 'East', (18, 11))
Element 44: (2, (18, 11), ['', '', '%', '%'], [(9, 5), (14, 4), (8, 11)], [False, False, True, True], 12, False, [False, False, False, False], 2986, 'South', (18, 10))
Element 45: (2, (18, 10), ['', '%', '', '%'], [(9, 4), (14, 3), (7, 11)], [False, True, False, True], 10, False, [False, False, False, False], 3005, 'West', (17, 10))
Element 46: (2, (17, 10), ['', '', '', ''], [(9, 3), (13, 3), (7, 12)], [False, False, False, False], 8, False, [False, False, False, False], 3024, 'North', (17, 11))
Element 47: (2, (17, 11), ['%', '', '%', ''], [(8, 3), (13, 4), (7, 13)], [True, False, True, False], 6, False, [False, False, False, False], 3043, 'South', (17, 10))
Element 48: (2, (17, 10), ['', '', '', ''], [(8, 4), (13, 3), (6, 13)], [False, False, False, False], 4, False, [False, False, False, False], 3062, 'West', (16, 10))
Element 49: (2, (16, 10), ['', '', '%', ''], [(7, 4), (12, 3), (6, 12)], [False, False, True, False], 2, False, [False, False, False, False], 3081, 'South', (16, 9))
Element 50: (2, (16, 9), ['.', '', '', ''], [(7, 4), (12, 3), (6, 13)], [False, False, False, False], 0, False, [True, False, False, False], 3080, 'Stop', (16, 9))
Element 51: #0#
