Element 1: (2, (7, 1), ['G', '%', '.', '.'], [(18, 4), (6, 1), (16, 5)], [False, True, False, False], 98, False, [False, False, True, True], 1009, 'East', (8, 1))
Element 33: (2, (7, 9), ['.', '.', '%', ''], [(13, 5), (15, 6), (13, 6)], [False, False, True, False], 34, False, [True, True, False, False], 4517, 'South', (7, 8))
Element 34: (2, (7, 8), ['.', '%', '', ''], [(13, 6), (15, 7), (12, 6)], [False, True, False, False], 32, False, [True, False, False, False], 4526, 'West', (6, 8))
Element 35: (2, (6, 8), ['.', '%', '.', ''], [(12, 6), (15, 8), (11, 6)], [False, True, False, False], 30, False, [True, False, True, False], 4545, 'North', (6, 9))
Element 36: (2, (6, 9), ['%', '', '%', ''], [(12, 5), (14, 8), (11, 6)], [True, False, True, False], 28, False, [False, False, False, False], 4554, 'South', (6, 8))
Element 37: (2, (6, 8), ['.', '%', '', ''], [(12, 4), (14, 7), (12, 6)], [False, True, False, False], 26, False, [True, False, False, False], 4553, 'West', (5, 8))
Element 38: (2, (5, 8), ['.', '%', '%', ''], [(13, 4), (14, 8), (12, 6)], [False, True, True, False], 24, False, [True, False, False, False], 4562, 'West', (4, 8))
Element 39: (2, (4, 8), ['%', '%', '%', ''], [(13, 3), (13, 8), (13, 6)], [True, True, True, False], 22, False, [False, False, False, False], 4571, 'East', (5, 8))
Element 40: (2, (5, 8), ['', '%', '%', ''], [(14, 3), (14, 8), (13, 5)], [False, True, True, False], 20, False, [False, False, False, False], 4570, 'East', (6, 8))
Element 41: (2, (6, 8), ['', '%', '', ''], [(14, 2), (15, 8), (13, 4)], [False, True, False, False], 18, False, [False, False, False, False], 4569, 'East', (7, 8))
Element 42: (2, (7, 8), ['', '%', '', ''], [(14, 1), (15, 7), (13, 3)], [False, True, False, False], 16, False, [False, False, False, False], 4578, 'North', (7, 9))
Element 43: (2, (7, 9), ['', '', '%', ''], [(15, 1), (14, 7), (14, 3)], [False, False, True, False], 14, False, [False, False, False, False], 4587, 'West', (6, 9))
Element 44: (2, (6, 9), ['%', '', '%', ''], [(14, 1), (15, 7), (14, 2)], [True, False, True, False], 12, False, [False, False, False, False], 4586, 'East', (7, 9))
Element 45: (2, (7, 9), ['', '', '%', ''], [(13, 1), (15, 6), (13, 2)], [False, False, True, False], 10, False, [False, False, False, False], 4595, 'East', (8, 9))
Element 46: (2, (8, 9), ['', '', '%', '%'], [(12, 1), (15, 5), (12, 2)], [False, False, True, True], 8, False, [False, False, False, False], 4604, 'South', (8, 8))
Element 47: (2, (8, 8), ['', '%', '', ''], [(11, 1), (14, 5), (11, 2)], [False, True, False, False], 6, False, [False, False, False, False], 4613, 'West', (7, 8))
Element 48: (2, (7, 8), ['', '%', '', ''], [(11, 2), (13, 5), (11, 3)], [False, True, False, False], 4, False, [False, False, False, False], 4612, 'East', (8, 8))
Element 49: (2, (8, 8), ['', '%', '', ''], [(12, 2), (13, 6), (11, 4)], [False, True, False, False], 2, False, [False, False, False, False], 4611, 'East', (9, 8))
Element 50: (2, (9, 8), ['', '', '%', ''], [(12, 2), (13, 6), (12, 4)], [False, False, True, False], 0, False, [False, False, False, False], 4610, 'Stop', (9, 8))
Element 51: #0#
