Element 1: (1, (1, 12), ['%', 'F', '.', '.'], [(9, 2), (7, 13), (8, 8)], [True, False, False, False], 98, False, [False, False, True, True], 999, 'South', (1, 11))
Element 27: (1, (14, 13), ['', '%', '%', ''], [(14, 7), (16, 10), (13, 8)], [False, True, True, False], 46, False, [False, False, False, False], 5693, 'East', (15, 13))
Element 28: (1, (15, 13), ['', '.', '%', ''], [(15, 7), (16, 11), (14, 8)], [False, False, True, False], 44, False, [False, True, False, False], 5692, 'South', (15, 12))
Element 29: (1, (15, 12), ['%', '%', '', 'G'], [(15, 8), (16, 12), (13, 8)], [True, True, False, False], 42, False, [False, False, False, False], 5701, 'North', (15, 13))
Element 30: (1, (15, 13), ['', 'G', '%', ''], [(15, 7), (15, 12), (13, 8)], [False, False, True, False], 40, False, [False, False, False, False], 5700, 'East', (16, 13))
Element 31: (1, (16, 13), ['', 'G', '%', ''], [(14, 7), (16, 12), (13, 8)], [False, False, True, False], 38, False, [False, False, False, False], 5699, 'East', (17, 13))
Element 32: (1, (17, 13), ['', 'G', '%', ''], [(15, 7), (17, 12), (13, 8)], [False, False, True, False], 36, False, [False, False, False, False], 5698, 'East', (18, 13))
Element 33: (1, (18, 13), ['', '', '%', '%'], [(15, 6), (17, 11), (13, 8)], [False, False, True, True], 34, False, [False, False, False, False], 5697, 'South', (18, 12))
Element 34: (1, (18, 12), ['', '', '', '%'], [(15, 5), (16, 11), (13, 8)], [False, False, False, True], 32, False, [False, False, False, False], 5696, 'South', (18, 11))
Element 35: (1, (18, 11), ['G', '', '', '%'], [(14, 5), (17, 11), (13, 8)], [False, False, False, True], 30, False, [False, False, False, False], 5695, 'South', (18, 10))
Element 36: (1, (18, 10), ['G', '%', '', '%'], [(13, 5), (17, 10), (13, 8)], [False, True, False, True], 28, False, [False, False, False, False], 5694, 'North', (18, 11))
Element 37: (1, (18, 11), ['', '', '', '%'], [(13, 6), (17, 9), (13, 8)], [False, False, False, True], 26, False, [False, False, False, False], 5703, 'North', (18, 12))
Element 38: (1, (18, 12), ['', '', '', '%'], [(12, 6), (17, 10), (13, 8)], [False, False, False, True], 24, False, [False, False, False, False], 5712, 'West', (17, 12))
Element 39: (1, (17, 12), ['', '', '', ''], [(12, 5), (16, 10), (13, 8)], [False, False, False, False], 22, False, [False, False, False, False], 5721, 'South', (17, 11))
Element 40: (1, (17, 11), ['', 'G', '', ''], [(12, 4), (17, 10), (13, 8)], [False, False, False, False], 20, False, [False, False, False, False], 5720, 'West', (16, 11))
Element 41: (1, (16, 11), ['%', '', '', ''], [(13, 4), (18, 10), (13, 8)], [True, False, False, False], 18, False, [False, False, False, False], 5719, 'North', (16, 12))
Element 42: (1, (16, 12), ['', '', '', ''], [(13, 3), (18, 11), (13, 8)], [False, False, False, False], 16, False, [False, False, False, False], 5728, 'South', (16, 11))
Element 43: (1, (16, 11), ['%', '', '', 'G'], [(13, 4), (17, 11), (13, 8)], [True, False, False, False], 14, False, [False, False, False, False], 5727, 'South', (16, 10))
Element 44: (1, (16, 10), ['%', '', '', ''], [(12, 4), (18, 11), (13, 8)], [True, False, False, False], 12, False, [False, False, False, False], 5726, 'East', (17, 10))
Element 45: (1, (17, 10), ['', '', '', ''], [(11, 4), (18, 12), (13, 8)], [False, False, False, False], 10, False, [False, False, False, False], 5725, 'South', (17, 9))
Element 46: (1, (17, 9), ['', '%', '', '%'], [(11, 3), (17, 12), (13, 8)], [False, True, False, True], 8, False, [False, False, False, False], 5734, 'West', (16, 9))
Element 47: (1, (16, 9), ['%', '%', '', ''], [(10, 3), (18, 12), (13, 8)], [True, True, False, False], 6, False, [False, False, False, False], 5743, 'East', (17, 9))
Element 48: (1, (17, 9), ['', '%', '', '%'], [(10, 4), (18, 13), (13, 8)], [False, True, False, True], 4, False, [False, False, False, False], 5742, 'North', (17, 10))
Element 49: (1, (17, 10), ['', '', '', ''], [(9, 4), (17, 13), (13, 8)], [False, False, False, False], 2, False, [False, False, False, False], 5751, 'West', (16, 10))
Element 50: (1, (16, 10), ['%', '', '', ''], [(9, 4), (17, 12), (13, 8)], [True, False, False, False], 0, False, [False, False, False, False], 5750, 'Stop', (16, 10))
Element 51: #0#
