Element 1: (1, (1, 12), ['%', 'F', '.', '.'], [(9, 2), (6, 12), (13, 12)], [True, False, False, False], 98, False, [False, False, True, True], 999, 'South', (1, 11))
Element 35: (1, (17, 12), ['', 'G', '', ''], [(15, 6), (17, 11), (18, 11)], [False, False, False, False], 30, False, [False, False, False, False], 4565, 'West', (16, 12))
Element 36: (1, (16, 12), ['', 'G', '', ''], [(15, 5), (16, 11), (17, 11)], [False, False, False, False], 28, False, [False, False, False, False], 4564, 'West', (15, 12))
Element 37: (1, (15, 12), ['%', '%', '', ''], [(14, 5), (16, 10), (18, 11)], [True, True, False, False], 26, False, [False, False, False, False], 4573, 'East', (16, 12))
Element 38: (1, (16, 12), ['', '', '', ''], [(13, 5), (17, 10), (18, 12)], [False, False, False, False], 24, False, [False, False, False, False], 4582, 'South', (16, 11))
Element 39: (1, (16, 11), ['%', '', '', 'G'], [(13, 6), (17, 11), (17, 12)], [True, False, False, False], 22, False, [False, False, False, False], 4591, 'South', (16, 10))
Element 40: (1, (16, 10), ['%', '', '', 'G'], [(12, 6), (17, 10), (18, 12)], [True, False, False, False], 20, False, [False, False, False, False], 4600, 'South', (16, 9))
Element 41: (1, (16, 9), ['%', '%', '', 'G'], [(12, 5), (17, 9), (18, 13)], [True, True, False, False], 18, False, [False, False, False, False], 4609, 'North', (16, 10))
Element 42: (1, (16, 10), ['%', 'G', '', ''], [(12, 4), (16, 9), (17, 13)], [True, False, False, False], 16, False, [False, False, False, False], 4618, 'North', (16, 11))
Element 43: (1, (16, 11), ['%', 'G', '', ''], [(13, 4), (16, 10), (17, 12)], [True, False, False, False], 14, False, [False, False, False, False], 4627, 'East', (17, 11))
Element 44: (1, (17, 11), ['', 'G', '', ''], [(13, 3), (17, 10), (17, 13)], [False, False, False, False], 12, False, [False, False, False, False], 4636, 'West', (16, 11))
Element 45: (1, (16, 11), ['%', 'G', '', ''], [(13, 4), (16, 10), (16, 13)], [True, False, False, False], 10, False, [False, False, False, False], 4635, 'South', (16, 10))
Element 46: (1, (16, 10), ['%', '', 'G', ''], [(12, 4), (16, 11), (16, 12)], [True, False, False, False], 8, False, [False, False, False, False], 4634, 'East', (17, 10))
Element 47: (1, (17, 10), ['', '', 'G', ''], [(11, 4), (17, 11), (16, 13)], [False, False, False, False], 6, False, [False, False, False, False], 4643, 'West', (16, 10))
Element 48: (1, (16, 10), ['%', '', 'G', ''], [(11, 3), (16, 11), (15, 13)], [True, False, False, False], 4, False, [False, False, False, False], 4652, 'East', (17, 10))
Element 49: (1, (17, 10), ['', '', '', ''], [(10, 3), (16, 12), (15, 12)], [False, False, False, False], 2, False, [False, False, False, False], 4661, 'East', (18, 10))
Element 50: (1, (18, 10), ['', '%', '', '%'], [(10, 3), (16, 13), (15, 13)], [False, True, False, True], 0, False, [False, False, False, False], 4660, 'Stop', (18, 10))
Element 51: #0#
