Element 1: (2, (8, 4), ['%', 'F', '.', '.'], [(7, 12), (6, 6), (14, 2)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'South', (8, 3))
Element 27: (2, (15, 7), ['', '', '', '%'], [(16, 11), (17, 3), (14, 8)], [False, False, False, True], 46, False, [False, False, False, False], 3673, 'South', (15, 6))
Element 28: (2, (15, 6), ['%', '', '', ''], [(16, 12), (16, 3), (14, 7)], [True, False, False, False], 44, False, [False, False, False, False], 3682, 'East', (16, 6))
Element 29: (2, (16, 6), ['', '', '%', ''], [(15, 12), (16, 4), (15, 7)], [False, False, True, False], 42, False, [False, False, False, False], 3691, 'East', (17, 6))
Element 30: (2, (17, 6), ['', '', '', '%'], [(16, 12), (17, 4), (15, 6)], [False, False, False, True], 40, False, [False, False, False, False], 3690, 'North', (17, 7))
Element 31: (2, (17, 7), ['%', '', '%', ''], [(17, 12), (16, 4), (15, 5)], [True, False, True, False], 38, False, [False, False, False, False], 3689, 'East', (18, 7))
Element 32: (2, (18, 7), ['', '%', '%', '%'], [(17, 11), (15, 4), (14, 5)], [False, True, True, True], 36, False, [False, False, False, False], 3688, 'West', (17, 7))
Element 33: (2, (17, 7), ['%', '', '%', ''], [(16, 11), (14, 4), (13, 5)], [True, False, True, False], 34, False, [False, False, False, False], 3687, 'South', (17, 6))
Element 34: (2, (17, 6), ['', '', '', '%'], [(17, 11), (14, 3), (13, 6)], [False, False, False, True], 32, False, [False, False, False, False], 3686, 'South', (17, 5))
Element 35: (2, (17, 5), ['', '', '', ''], [(17, 10), (14, 2), (12, 6)], [False, False, False, False], 30, False, [False, False, False, False], 3685, 'East', (18, 5))
Element 36: (2, (18, 5), ['', '', '%', '%'], [(17, 9), (14, 1), (11, 6)], [False, False, True, True], 28, False, [False, False, False, False], 3704, 'South', (18, 4))
Element 37: (2, (18, 4), ['', '', '', '%'], [(17, 10), (15, 1), (12, 6)], [False, False, False, True], 26, False, [False, False, False, False], 3713, 'South', (18, 3))
Element 38: (2, (18, 3), ['', '%', '', '%'], [(16, 10), (14, 1), (12, 5)], [False, True, False, True], 24, False, [False, False, False, False], 3712, 'West', (17, 3))
Element 39: (2, (17, 3), ['', '%', '', ''], [(17, 10), (13, 1), (12, 4)], [False, True, False, False], 22, False, [False, False, False, False], 3721, 'North', (17, 4))
Element 40: (2, (17, 4), ['', '', '', ''], [(18, 10), (12, 1), (13, 4)], [False, False, False, False], 20, False, [False, False, False, False], 3730, 'West', (16, 4))
Element 41: (2, (16, 4), ['', '', '', ''], [(18, 11), (11, 1), (13, 3)], [False, False, False, False], 18, False, [False, False, False, False], 3739, 'South', (16, 3))
Element 42: (2, (16, 3), ['%', '%', '', ''], [(17, 11), (11, 2), (13, 2)], [True, True, False, False], 16, False, [False, False, False, False], 3738, 'North', (16, 4))
Element 43: (2, (16, 4), ['', '', '', ''], [(18, 11), (12, 2), (13, 1)], [False, False, False, False], 14, False, [False, False, False, False], 3737, 'West', (15, 4))
Element 44: (2, (15, 4), ['', '%', '', ''], [(18, 12), (13, 2), (14, 1)], [False, True, False, False], 12, False, [False, False, False, False], 3736, 'West', (14, 4))
Element 45: (2, (14, 4), ['', '', '', ''], [(17, 12), (13, 3), (15, 1)], [False, False, False, False], 10, False, [False, False, False, False], 3735, 'South', (14, 3))
Element 46: (2, (14, 3), ['', '', '', '%'], [(18, 12), (13, 4), (14, 1)], [False, False, False, True], 8, False, [False, False, False, False], 3734, 'South', (14, 2))
Element 47: (2, (14, 2), ['', '', '', '%'], [(18, 13), (13, 3), (13, 1)], [False, False, False, True], 6, False, [False, False, False, False], 3733, 'South', (14, 1))
Element 48: (2, (14, 1), ['', '%', '', ''], [(17, 13), (13, 2), (12, 1)], [False, True, False, False], 4, False, [False, False, False, False], 3732, 'East', (15, 1))
Element 49: (2, (15, 1), ['', '%', '%', '%'], [(17, 12), (13, 1), (12, 2)], [False, True, True, True], 2, False, [False, False, False, False], 3731, 'West', (14, 1))
Element 50: (2, (14, 1), ['G', '%', '', ''], [(17, 12), (13, 1), (11, 2)], [False, True, False, False], 0, False, [False, False, False, False], 3730, 'Stop', (14, 1))
Element 51: #0#
