Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(11, 12), (12, 2), (17, 4)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 37: (0, (4, 8), ['%', '%', '%', ''], [(18, 11), (11, 3), (14, 1)], [True, True, True, False], 26, False, [False, False, False, False], 5814, 'East', (5, 8))
Element 38: (0, (5, 8), ['', '%', '%', ''], [(17, 11), (10, 3), (13, 1)], [False, True, True, False], 24, False, [False, False, False, False], 5833, 'East', (6, 8))
Element 39: (0, (6, 8), ['', '%', '', ''], [(18, 11), (10, 4), (12, 1)], [False, True, False, False], 22, False, [False, False, False, False], 5842, 'East', (7, 8))
Element 40: (0, (7, 8), ['', '%', '', ''], [(18, 12), (9, 4), (11, 1)], [False, True, False, False], 20, False, [False, False, False, False], 5861, 'North', (7, 9))
Element 41: (0, (7, 9), ['', '', '%', ''], [(17, 12), (8, 4), (11, 2)], [False, False, True, False], 18, False, [False, False, False, False], 5870, 'West', (6, 9))
Element 42: (0, (6, 9), ['%', '', '%', ''], [(18, 12), (8, 5), (12, 2)], [True, False, True, False], 16, False, [False, False, False, False], 5879, 'East', (7, 9))
Element 43: (0, (7, 9), ['', '', '%', ''], [(18, 13), (8, 6), (13, 2)], [False, False, True, False], 14, False, [False, False, False, False], 5888, 'East', (8, 9))
Element 44: (0, (8, 9), ['', '', '%', '%'], [(17, 13), (9, 6), (12, 2)], [False, False, True, True], 12, False, [False, False, False, False], 5887, 'South', (8, 8))
Element 45: (0, (8, 8), ['', '%', '', ''], [(17, 12), (9, 7), (11, 2)], [False, True, False, False], 10, False, [False, False, False, False], 5886, 'West', (7, 8))
Element 46: (0, (7, 8), ['', '%', '', ''], [(17, 13), (10, 7), (11, 3)], [False, True, False, False], 8, False, [False, False, False, False], 5885, 'East', (8, 8))
Element 47: (0, (8, 8), ['', '%', '', ''], [(16, 13), (10, 8), (11, 4)], [False, True, False, False], 6, False, [False, False, False, False], 5884, 'East', (9, 8))
Element 48: (0, (9, 8), ['', '', '%', ''], [(16, 12), (10, 7), (10, 4)], [False, False, True, False], 4, False, [False, False, False, False], 5883, 'East', (10, 8))
Element 49: (0, (10, 8), ['', '', '%', '%'], [(16, 13), (9, 7), (10, 5)], [False, False, True, True], 2, False, [False, False, False, False], 5882, 'South', (10, 7))
Element 50: (0, (10, 7), ['', '%', '', '%'], [(15, 13), (9, 8), (9, 5)], [False, True, False, True], 0, False, [False, False, False, False], 5881, 'Stop', (10, 7))
Element 51: #0#
