Element 1: (2, (9, 1), ['.', '%', 'F', '%'], [(3, 3), (8, 2), (13, 11)], [False, True, False, True], 98, False, [True, False, False, False], 19, 'North', (9, 2))
Element 25: (2, (14, 8), ['', '', '%', ''], [(4, 8), (16, 6), (16, 12)], [False, False, True, False], 50, False, [False, False, False, False], 3725, 'East', (15, 8))
Element 26: (2, (15, 8), ['', '', '%', '%'], [(5, 8), (17, 6), (17, 12)], [False, False, True, True], 48, False, [False, False, False, False], 3724, 'South', (15, 7))
Element 27: (2, (15, 7), ['', '', '', '%'], [(6, 8), (17, 5), (17, 11)], [False, False, False, True], 46, False, [False, False, False, False], 3723, 'West', (14, 7))
Element 28: (2, (14, 7), ['%', '%', '', ''], [(7, 8), (17, 4), (16, 11)], [True, True, False, False], 44, False, [False, False, False, False], 3722, 'East', (15, 7))
Element 29: (2, (15, 7), ['', '', '', '%'], [(7, 9), (17, 3), (17, 11)], [False, False, False, True], 42, False, [False, False, False, False], 3731, 'South', (15, 6))
Element 30: (2, (15, 6), ['%', '', '', ''], [(6, 9), (18, 3), (17, 10)], [True, False, False, False], 40, False, [False, False, False, False], 3740, 'South', (15, 5))
Element 31: (2, (15, 5), ['', '', '', ''], [(7, 9), (18, 4), (17, 9)], [False, False, False, False], 38, False, [False, False, False, False], 3739, 'East', (16, 5))
Element 32: (2, (16, 5), ['', '', '', ''], [(8, 9), (18, 5), (17, 10)], [False, False, False, False], 36, False, [False, False, False, False], 3738, 'West', (15, 5))
Element 33: (2, (15, 5), ['', '', '', ''], [(8, 8), (18, 4), (16, 10)], [False, False, False, False], 34, False, [False, False, False, False], 3737, 'West', (14, 5))
Element 34: (2, (14, 5), ['', '', '%', ''], [(7, 8), (18, 3), (17, 10)], [False, False, True, False], 32, False, [False, False, False, False], 3736, 'West', (13, 5))
Element 35: (2, (13, 5), ['.', '', '.', ''], [(8, 8), (17, 3), (18, 10)], [False, False, False, False], 30, False, [True, False, True, False], 3735, 'North', (13, 6))
Element 36: (2, (13, 6), ['.', '', '%', '%'], [(9, 8), (16, 3), (18, 11)], [False, False, True, True], 28, False, [True, False, False, False], 3754, 'West', (12, 6))
Element 37: (2, (12, 6), ['.', '.', '%', ''], [(10, 8), (16, 4), (17, 11)], [False, False, True, False], 26, False, [True, True, False, False], 3763, 'South', (12, 5))
Element 38: (2, (12, 5), ['%', '', '', ''], [(10, 7), (15, 4), (18, 11)], [True, False, False, False], 24, False, [False, False, False, False], 3772, 'South', (12, 4))
Element 39: (2, (12, 4), ['', '%', '', ''], [(9, 7), (14, 4), (18, 12)], [False, True, False, False], 22, False, [False, False, False, False], 3771, 'East', (13, 4))
Element 40: (2, (13, 4), ['', '.', '', ''], [(9, 8), (14, 3), (17, 12)], [False, False, False, False], 20, False, [False, True, False, False], 3770, 'South', (13, 3))
Element 41: (2, (13, 3), ['%', '', '', ''], [(9, 7), (14, 2), (18, 12)], [True, False, False, False], 18, False, [False, False, False, False], 3779, 'North', (13, 4))
Element 42: (2, (13, 4), ['', '', '', ''], [(9, 6), (14, 1), (18, 13)], [False, False, False, False], 16, False, [False, False, False, False], 3788, 'West', (12, 4))
Element 43: (2, (12, 4), ['', '%', '', ''], [(8, 6), (15, 1), (17, 13)], [False, True, False, False], 14, False, [False, False, False, False], 3807, 'West', (11, 4))
Element 44: (2, (11, 4), ['', '', '%', ''], [(8, 5), (14, 1), (17, 12)], [False, False, True, False], 12, False, [False, False, False, False], 3816, 'South', (11, 3))
Element 45: (2, (11, 3), ['', '', '', '%'], [(8, 6), (13, 1), (17, 13)], [False, False, False, True], 10, False, [False, False, False, False], 3825, 'West', (10, 3))
Element 46: (2, (10, 3), ['', '', '', ''], [(9, 6), (12, 1), (16, 13)], [False, False, False, False], 8, False, [False, False, False, False], 3834, 'North', (10, 4))
Element 47: (2, (10, 4), ['', '', '', ''], [(9, 5), (11, 1), (16, 12)], [False, False, False, False], 6, False, [False, False, False, False], 3843, 'North', (10, 5))
Element 48: (2, (10, 5), ['', '', '%', '%'], [(8, 5), (11, 2), (16, 13)], [False, False, True, True], 4, False, [False, False, False, False], 3842, 'West', (9, 5))
Element 49: (2, (9, 5), ['', '', '', ''], [(8, 4), (12, 2), (15, 13)], [False, False, False, False], 2, False, [False, False, False, False], 3841, 'North', (9, 6))
Element 50: (2, (9, 6), ['', '', '', '%'], [(8, 4), (12, 2), (15, 12)], [False, False, False, True], 0, False, [False, False, False, False], 3840, 'Stop', (9, 6))
Element 51: #0#
