Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(16, 13), (7, 3), (15, 6)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 31: (1, (16, 12), ['', '', '', ''], [(18, 11), (10, 8), (11, 2)], [False, False, False, False], 38, False, [False, False, False, False], 6709, 'West', (15, 12))
Element 32: (1, (15, 12), ['%', '%', '', ''], [(17, 11), (9, 8), (12, 2)], [True, True, False, False], 36, False, [False, False, False, False], 6718, 'East', (16, 12))
Element 33: (1, (16, 12), ['', '', '', ''], [(18, 11), (8, 8), (13, 2)], [False, False, False, False], 34, False, [False, False, False, False], 6727, 'South', (16, 11))
Element 34: (1, (16, 11), ['%', '', '', ''], [(18, 12), (8, 9), (12, 2)], [True, False, False, False], 32, False, [False, False, False, False], 6736, 'South', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(17, 12), (7, 9), (11, 2)], [True, False, False, False], 30, False, [False, False, False, False], 6745, 'East', (17, 10))
Element 36: (1, (17, 10), ['', '', '', ''], [(18, 12), (7, 8), (11, 3)], [False, False, False, False], 28, False, [False, False, False, False], 6754, 'South', (17, 9))
Element 37: (1, (17, 9), ['', '%', '', '%'], [(18, 13), (6, 8), (11, 4)], [False, True, False, True], 26, False, [False, False, False, False], 6763, 'West', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', ''], [(17, 13), (6, 9), (12, 4)], [True, True, False, False], 24, False, [False, False, False, False], 6772, 'East', (17, 9))
Element 39: (1, (17, 9), ['', '%', '', '%'], [(17, 12), (6, 8), (12, 5)], [False, True, False, True], 22, False, [False, False, False, False], 6771, 'North', (17, 10))
Element 40: (1, (17, 10), ['', '', '', ''], [(17, 13), (5, 8), (13, 5)], [False, False, False, False], 20, False, [False, False, False, False], 6780, 'West', (16, 10))
Element 41: (1, (16, 10), ['%', '', '', ''], [(16, 13), (4, 8), (14, 5)], [True, False, False, False], 18, False, [False, False, False, False], 6789, 'South', (16, 9))
Element 42: (1, (16, 9), ['%', '%', '', ''], [(16, 12), (5, 8), (13, 5)], [True, True, False, False], 16, False, [False, False, False, False], 6788, 'North', (16, 10))
Element 43: (1, (16, 10), ['%', '', '', ''], [(16, 13), (6, 8), (13, 6)], [True, False, False, False], 14, False, [False, False, False, False], 6787, 'North', (16, 11))
Element 44: (1, (16, 11), ['%', '', '', ''], [(15, 13), (7, 8), (12, 6)], [True, False, False, False], 12, False, [False, False, False, False], 6786, 'East', (17, 11))
Element 45: (1, (17, 11), ['', '', '', ''], [(15, 12), (7, 9), (11, 6)], [False, False, False, False], 10, False, [False, False, False, False], 6795, 'North', (17, 12))
Element 46: (1, (17, 12), ['', '', '', ''], [(15, 13), (6, 9), (12, 6)], [False, False, False, False], 8, False, [False, False, False, False], 6794, 'West', (16, 12))
Element 47: (1, (16, 12), ['', '', '', ''], [(14, 13), (7, 9), (13, 6)], [False, False, False, False], 6, False, [False, False, False, False], 6793, 'East', (17, 12))
Element 48: (1, (17, 12), ['', '', '', ''], [(13, 13), (8, 9), (13, 5)], [False, False, False, False], 4, False, [False, False, False, False], 6792, 'East', (18, 12))
Element 49: (1, (18, 12), ['', '', '', '%'], [(12, 13), (8, 8), (12, 5)], [False, False, False, True], 2, False, [False, False, False, False], 6801, 'North', (18, 13))
Element 50: (1, (18, 13), ['', '', '%', '%'], [(12, 13), (7, 8), (12, 6)], [False, False, True, True], 0, False, [False, False, False, False], 6800, 'Stop', (18, 13))
Element 51: #0#
