Element 1: (0, (2, 11), ['', '%', '%', '.'], [(4, 9), (13, 8), (16, 5)], [False, True, True, False], 98, False, [False, False, False, True], 0, 'East', (3, 11))
Element 16: (0, (6, 10), ['%', '', '', '%'], [(13, 9), (15, 1), (16, 8)], [True, False, False, True], 68, False, [False, False, False, False], 465, 'North', (6, 11))
Element 17: (0, (6, 11), ['%', '', '%', ''], [(12, 9), (16, 1), (16, 9)], [True, False, True, False], 66, False, [False, False, False, False], 484, 'East', (7, 11))
Element 18: (0, (7, 11), ['', '%', '%', ''], [(13, 9), (17, 1), (15, 9)], [False, True, True, False], 64, False, [False, False, False, False], 493, 'East', (8, 11))
Element 19: (0, (8, 11), ['', '%', '%', ''], [(14, 9), (18, 1), (15, 10)], [False, True, True, False], 62, False, [False, False, False, False], 492, 'East', (9, 11))
Element 20: (0, (9, 11), ['', '.', '%', ''], [(15, 9), (18, 2), (15, 11)], [False, False, True, False], 60, False, [False, True, False, False], 501, 'South', (9, 10))
Element 21: (0, (9, 10), ['%', '.', '', '.'], [(16, 9), (18, 3), (15, 10)], [True, False, False, False], 58, False, [False, True, False, True], 520, 'East', (10, 10))
Element 22: (0, (10, 10), ['', '.', '', '%'], [(16, 8), (18, 4), (15, 11)], [False, False, False, True], 56, False, [False, True, False, False], 539, 'South', (10, 9))
Element 23: (0, (10, 9), ['.', '', '', '%'], [(16, 7), (18, 5), (16, 11)], [False, False, False, True], 54, False, [True, False, False, False], 558, 'West', (9, 9))
Element 24: (0, (9, 9), ['%', '', '', ''], [(17, 7), (18, 6), (17, 11)], [True, False, False, False], 52, False, [False, False, False, False], 577, 'South', (9, 8))
Element 25: (0, (9, 8), ['%', '.', '', ''], [(18, 7), (18, 5), (18, 11)], [True, False, False, False], 50, False, [False, True, False, False], 576, 'South', (9, 7))
Element 26: (0, (9, 7), ['%', '%', '', '.'], [(18, 8), (18, 4), (18, 10)], [True, True, False, False], 48, False, [False, False, False, True], 585, 'East', (10, 7))
Element 27: (0, (10, 7), ['', '%', '', '.'], [(18, 9), (18, 3), (18, 11)], [False, True, False, False], 46, False, [False, False, False, True], 594, 'East', (11, 7))
Element 28: (0, (11, 7), ['', '%', '%', '%'], [(18, 10), (18, 2), (18, 10)], [False, True, True, True], 44, False, [False, False, False, False], 603, 'West', (10, 7))
Element 29: (0, (10, 7), ['', '%', '', ''], [(18, 11), (18, 1), (18, 9)], [False, True, False, False], 42, False, [False, False, False, False], 602, 'North', (10, 8))
Element 30: (0, (10, 8), ['', '', '', '%'], [(17, 11), (17, 1), (18, 8)], [False, False, False, True], 40, False, [False, False, False, False], 601, 'South', (10, 7))
Element 31: (0, (10, 7), ['', '%', '', ''], [(16, 11), (16, 1), (18, 7)], [False, True, False, False], 38, False, [False, False, False, False], 600, 'West', (9, 7))
Element 32: (0, (9, 7), ['%', '%', '', ''], [(15, 11), (15, 1), (17, 7)], [True, True, False, False], 36, False, [False, False, False, False], 599, 'North', (9, 8))
Element 33: (0, (9, 8), ['%', '', '', ''], [(15, 10), (15, 2), (16, 7)], [True, False, False, False], 34, False, [False, False, False, False], 598, 'East', (10, 8))
Element 34: (0, (10, 8), ['', '', '', '%'], [(15, 11), (15, 3), (16, 8)], [False, False, False, True], 32, False, [False, False, False, False], 597, 'West', (9, 8))
Element 35: (0, (9, 8), ['%', '', '', ''], [(16, 11), (16, 3), (16, 7)], [True, False, False, False], 30, False, [False, False, False, False], 596, 'North', (9, 9))
Element 36: (0, (9, 9), ['%', '', '', ''], [(17, 11), (16, 4), (15, 7)], [True, False, False, False], 28, False, [False, False, False, False], 595, 'East', (10, 9))
Element 37: (0, (10, 9), ['', '', '', '%'], [(18, 11), (16, 5), (15, 6)], [False, False, False, True], 26, False, [False, False, False, False], 594, 'South', (10, 8))
Element 38: (0, (10, 8), ['', '', '', '%'], [(18, 10), (16, 6), (15, 5)], [False, False, False, True], 24, False, [False, False, False, False], 593, 'North', (10, 9))
Element 39: (0, (10, 9), ['', '', '', '%'], [(18, 9), (16, 5), (15, 4)], [False, False, False, True], 22, False, [False, False, False, False], 592, 'North', (10, 10))
Element 40: (0, (10, 10), ['', '', '', '%'], [(18, 8), (16, 4), (15, 3)], [False, False, False, True], 20, False, [False, False, False, False], 591, 'North', (10, 11))
Element 41: (0, (10, 11), ['', '', '%', ''], [(18, 7), (15, 4), (16, 3)], [False, False, True, False], 18, False, [False, False, False, False], 590, 'East', (11, 11))
Element 42: (0, (11, 11), ['', '%', '%', ''], [(18, 6), (15, 3), (16, 4)], [False, True, True, False], 16, False, [False, False, False, False], 589, 'East', (12, 11))
Element 43: (0, (12, 11), ['', '%', '%', ''], [(18, 5), (15, 4), (16, 3)], [False, True, True, False], 14, False, [False, False, False, False], 588, 'East', (13, 11))
Element 44: (0, (13, 11), ['', '', '%', '%'], [(18, 4), (15, 5), (15, 3)], [False, False, True, True], 12, False, [False, False, False, False], 587, 'South', (13, 10))
Element 45: (0, (13, 10), ['%', '', '', '%'], [(18, 3), (16, 5), (15, 2)], [True, False, False, True], 10, False, [False, False, False, False], 586, 'South', (13, 9))
Element 46: (0, (13, 9), ['', '', '', ''], [(18, 2), (15, 5), (15, 1)], [False, False, False, False], 8, False, [False, False, False, False], 585, 'East', (14, 9))
Element 47: (0, (14, 9), ['', '%', '%', ''], [(18, 1), (15, 6), (16, 1)], [False, True, True, False], 6, False, [False, False, False, False], 584, 'East', (15, 9))
Element 48: (0, (15, 9), ['', '%', '', ''], [(17, 1), (16, 6), (15, 1)], [False, True, False, False], 4, False, [False, False, False, False], 583, 'East', (16, 9))
Element 49: (0, (16, 9), ['', '', '%', '%'], [(16, 1), (15, 6), (15, 2)], [False, False, True, True], 2, False, [False, False, False, False], 582, 'South', (16, 8))
Element 50: (0, (16, 8), ['%', '', '', '%'], [(15, 1), (15, 7), (15, 3)], [True, False, False, True], 0, False, [False, False, False, False], 581, 'Stop', (16, 8))
Element 51: #0#
