Element 1: (1, (2, 11), ['', '%', '%', '.'], [(9, 1), (5, 9), (18, 9)], [False, True, True, False], 98, False, [False, False, False, True], 9, 'East', (3, 11))
Element 16: (1, (6, 10), ['%', '', '', '%'], [(16, 9), (12, 9), (18, 6)], [True, False, False, True], 68, False, [False, False, False, False], 494, 'North', (6, 11))
Element 17: (1, (6, 11), ['%', '', '%', ''], [(16, 8), (13, 9), (18, 5)], [True, False, True, False], 66, False, [False, False, False, False], 503, 'East', (7, 11))
Element 18: (1, (7, 11), ['', '%', '%', ''], [(16, 7), (14, 9), (18, 4)], [False, True, True, False], 64, False, [False, False, False, False], 512, 'East', (8, 11))
Element 19: (1, (8, 11), ['', '%', '%', ''], [(16, 6), (15, 9), (18, 3)], [False, True, True, False], 62, False, [False, False, False, False], 531, 'East', (9, 11))
Element 20: (1, (9, 11), ['', '.', '%', ''], [(16, 5), (16, 9), (18, 2)], [False, False, True, False], 60, False, [False, True, False, False], 550, 'South', (9, 10))
Element 21: (1, (9, 10), ['%', '.', '', '.'], [(16, 4), (16, 8), (18, 1)], [True, False, False, False], 58, False, [False, True, False, True], 569, 'East', (10, 10))
Element 22: (1, (10, 10), ['', '.', '', '%'], [(16, 3), (16, 7), (17, 1)], [False, False, False, True], 56, False, [False, True, False, False], 598, 'South', (10, 9))
Element 23: (1, (10, 9), ['.', '', '', '%'], [(15, 3), (15, 7), (16, 1)], [False, False, False, True], 54, False, [True, False, False, False], 637, 'West', (9, 9))
Element 24: (1, (9, 9), ['%', '', '', ''], [(15, 4), (15, 6), (15, 1)], [True, False, False, False], 52, False, [False, False, False, False], 676, 'South', (9, 8))
Element 25: (1, (9, 8), ['%', '.', '', ''], [(15, 3), (15, 5), (15, 2)], [True, False, False, False], 50, False, [False, True, False, False], 695, 'South', (9, 7))
Element 26: (1, (9, 7), ['%', '%', '', '.'], [(15, 2), (16, 5), (15, 1)], [True, True, False, False], 48, False, [False, False, False, True], 704, 'East', (10, 7))
Element 27: (1, (10, 7), ['', '%', '', '.'], [(15, 1), (16, 6), (16, 1)], [False, True, False, False], 46, False, [False, False, False, True], 713, 'East', (11, 7))
Element 28: (1, (11, 7), ['', '%', '%', '%'], [(16, 1), (16, 5), (17, 1)], [False, True, True, True], 44, False, [False, False, False, False], 722, 'West', (10, 7))
Element 29: (1, (10, 7), ['', '%', '', ''], [(17, 1), (16, 4), (18, 1)], [False, True, False, False], 42, False, [False, False, False, False], 721, 'North', (10, 8))
Element 30: (1, (10, 8), ['', '', '', '%'], [(18, 1), (16, 3), (18, 2)], [False, False, False, True], 40, False, [False, False, False, False], 720, 'South', (10, 7))
Element 31: (1, (10, 7), ['', '%', '', ''], [(18, 2), (15, 3), (18, 3)], [False, True, False, False], 38, False, [False, False, False, False], 719, 'West', (9, 7))
Element 32: (1, (9, 7), ['%', '%', '', ''], [(18, 3), (15, 4), (18, 4)], [True, True, False, False], 36, False, [False, False, False, False], 718, 'North', (9, 8))
Element 33: (1, (9, 8), ['%', '', '', ''], [(18, 4), (15, 3), (18, 5)], [True, False, False, False], 34, False, [False, False, False, False], 717, 'East', (10, 8))
Element 34: (1, (10, 8), ['', '', '', '%'], [(18, 5), (15, 2), (18, 6)], [False, False, False, True], 32, False, [False, False, False, False], 716, 'West', (9, 8))
Element 35: (1, (9, 8), ['%', '', '', ''], [(18, 6), (15, 1), (18, 7)], [True, False, False, False], 30, False, [False, False, False, False], 715, 'North', (9, 9))
Element 36: (1, (9, 9), ['%', '', '', ''], [(18, 7), (16, 1), (17, 7)], [True, False, False, False], 28, False, [False, False, False, False], 714, 'East', (10, 9))
Element 37: (1, (10, 9), ['', '', '', '%'], [(18, 8), (17, 1), (16, 7)], [False, False, False, True], 26, False, [False, False, False, False], 713, 'South', (10, 8))
Element 38: (1, (10, 8), ['', '', '', '%'], [(18, 9), (18, 1), (16, 6)], [False, False, False, True], 24, False, [False, False, False, False], 712, 'North', (10, 9))
Element 39: (1, (10, 9), ['', '', '', '%'], [(18, 10), (18, 2), (16, 5)], [False, False, False, True], 22, False, [False, False, False, False], 711, 'North', (10, 10))
Element 40: (1, (10, 10), ['', '', '', '%'], [(18, 11), (18, 3), (16, 4)], [False, False, False, True], 20, False, [False, False, False, False], 710, 'North', (10, 11))
Element 41: (1, (10, 11), ['', '', '%', ''], [(17, 11), (18, 4), (16, 3)], [False, False, True, False], 18, False, [False, False, False, False], 709, 'East', (11, 11))
Element 42: (1, (11, 11), ['', '%', '%', ''], [(16, 11), (18, 5), (15, 3)], [False, True, True, False], 16, False, [False, False, False, False], 708, 'East', (12, 11))
Element 43: (1, (12, 11), ['', '%', '%', ''], [(15, 11), (18, 6), (15, 4)], [False, True, True, False], 14, False, [False, False, False, False], 707, 'East', (13, 11))
Element 44: (1, (13, 11), ['', '', '%', '%'], [(15, 10), (18, 7), (15, 5)], [False, False, True, True], 12, False, [False, False, False, False], 706, 'South', (13, 10))
Element 45: (1, (13, 10), ['%', '', '', '%'], [(15, 11), (18, 8), (15, 6)], [True, False, False, True], 10, False, [False, False, False, False], 705, 'South', (13, 9))
Element 46: (1, (13, 9), ['', '', '', ''], [(16, 11), (18, 9), (15, 7)], [False, False, False, False], 8, False, [False, False, False, False], 704, 'East', (14, 9))
Element 47: (1, (14, 9), ['', '%', '%', ''], [(17, 11), (18, 10), (15, 6)], [False, True, True, False], 6, False, [False, False, False, False], 703, 'East', (15, 9))
Element 48: (1, (15, 9), ['', '%', '', ''], [(16, 11), (18, 11), (15, 5)], [False, True, False, False], 4, False, [False, False, False, False], 702, 'East', (16, 9))
Element 49: (1, (16, 9), ['', '', '%', '%'], [(16, 11), (17, 11), (15, 4)], [False, False, True, True], 2, False, [False, False, False, False], 701, 'South', (16, 8))
Element 50: (1, (16, 8), ['%', '', '', '%'], [(16, 11), (18, 11), (15, 3)], [True, False, False, True], 0, False, [False, False, False, False], 700, 'Stop', (16, 8))
Element 51: #0#
