Element 1: (0, (17, 4), ['.', '.', '.', 'G'], [(5, 3), (17, 6), (18, 4)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (17, 5))
Element 24: (0, (13, 11), ['.', '', '.', ''], [(18, 11), (14, 1), (15, 12)], [False, False, False, False], 52, False, [True, False, True, False], 2597, 'North', (13, 12))
Element 25: (0, (13, 12), ['.', '', '%', ''], [(17, 11), (13, 1), (15, 11)], [False, False, True, False], 50, False, [True, False, False, False], 2606, 'West', (12, 12))
Element 26: (0, (12, 12), ['%', '.', 'F', ''], [(16, 11), (12, 1), (15, 10)], [True, False, False, False], 48, False, [False, True, False, False], 2615, 'North', (12, 13))
Element 27: (0, (12, 13), ['.', '', '%', '%'], [(16, 12), (11, 1), (14, 10)], [False, False, True, True], 46, False, [True, False, False, False], 3624, 'West', (11, 13))
Element 28: (0, (11, 13), ['.', '%', '%', ''], [(16, 13), (11, 2), (14, 11)], [False, True, True, False], 44, False, [True, False, False, False], 3643, 'West', (10, 13))
Element 29: (0, (10, 13), ['%', '.', '%', ''], [(17, 13), (11, 3), (14, 12)], [True, False, True, False], 42, False, [False, True, False, False], 3662, 'South', (10, 12))
Element 30: (0, (10, 12), ['.', '.', '', '%'], [(18, 13), (10, 3), (13, 12)], [False, False, False, True], 40, False, [True, True, False, False], 3681, 'South', (10, 11))
Element 31: (0, (10, 11), ['.', '.', '', '.'], [(17, 13), (10, 2), (13, 11)], [False, False, False, False], 38, False, [True, True, False, True], 3700, 'East', (11, 11))
Element 32: (0, (11, 11), ['', '.', '%', 'G'], [(16, 13), (10, 1), (12, 11)], [False, False, True, False], 36, False, [False, True, False, False], 3729, 'South', (11, 10))
Element 33: (0, (11, 10), ['.', '', '', 'G'], [(16, 12), (9, 1), (12, 10)], [False, False, False, False], 34, False, [True, False, False, False], 4748, 'West', (10, 10))
Element 34: (0, (10, 10), ['.', '%', '', ''], [(15, 12), (9, 2), (13, 10)], [False, True, False, False], 32, False, [True, False, False, False], 4767, 'West', (9, 10))
Element 35: (0, (9, 10), ['.', '.', '.', ''], [(15, 11), (8, 2), (13, 9)], [False, False, False, False], 30, False, [True, True, True, False], 4786, 'North', (9, 11))
Element 36: (0, (9, 11), ['.', '', '.', ''], [(14, 11), (7, 2), (13, 8)], [False, False, False, False], 28, False, [True, False, True, False], 4815, 'North', (9, 12))
Element 37: (0, (9, 12), ['%', '', '%', ''], [(14, 12), (6, 2), (14, 8)], [True, False, True, False], 26, False, [False, False, False, False], 4844, 'South', (9, 11))
Element 38: (0, (9, 11), ['.', '', '', ''], [(13, 12), (5, 2), (14, 7)], [False, False, False, False], 24, False, [True, False, False, False], 4863, 'West', (8, 11))
Element 39: (0, (8, 11), ['F', '.', '%', ''], [(13, 11), (4, 2), (14, 6)], [False, False, True, False], 22, False, [False, True, False, False], 4892, 'West', (7, 11))
Element 40: (0, (7, 11), ['.', '.', '%', ''], [(12, 11), (4, 1), (14, 5)], [False, False, True, False], 20, False, [True, True, False, False], 5911, 'South', (7, 10))
Element 41: (0, (7, 10), ['.', 'F', '', '.'], [(12, 12), (3, 1), (13, 5)], [False, False, False, False], 18, False, [True, False, False, True], 5940, 'South', (7, 9))
Element 42: (0, (7, 9), ['F', '%', '', '.'], [(12, 13), (2, 1), (13, 6)], [False, True, False, False], 16, False, [False, False, False, True], 7949, 'West', (6, 9))
Element 43: (0, (6, 9), ['.', '%', '.', ''], [(11, 13), (2, 2), (13, 7)], [False, True, False, False], 14, False, [True, False, True, False], 8968, 'North', (6, 10))
Element 44: (0, (6, 10), ['.', '', '.', ''], [(10, 13), (3, 2), (12, 7)], [False, False, False, False], 12, False, [True, False, True, False], 8997, 'North', (6, 11))
Element 45: (0, (6, 11), ['.', '', '%', ''], [(10, 12), (2, 2), (12, 6)], [False, False, True, False], 10, False, [True, False, False, False], 9016, 'West', (5, 11))
Element 46: (0, (5, 11), ['%', '.', '%', ''], [(10, 11), (1, 2), (12, 5)], [True, False, True, False], 8, False, [False, True, False, False], 9045, 'South', (5, 10))
Element 47: (0, (5, 10), ['.', '.', '', ''], [(11, 11), (1, 1), (12, 6)], [False, False, False, False], 6, False, [True, True, False, False], 9064, 'South', (5, 9))
Element 48: (0, (5, 9), ['.', '%', '', ''], [(11, 10), (1, 2), (12, 7)], [False, True, False, False], 4, False, [True, False, False, False], 9073, 'West', (4, 9))
Element 49: (0, (4, 9), ['%', '%', '.', ''], [(12, 10), (2, 2), (13, 7)], [True, True, False, False], 2, False, [False, False, True, False], 9082, 'North', (4, 10))
Element 50: (0, (4, 10), ['.', '', '%', ''], [(11, 10), (2, 1), (13, 6)], [False, False, True, False], 0, False, [True, False, False, False], 9091, 'Stop', (4, 10))
Element 51: #0#
