Element 1: (2, (10, 6), ['.', '.', 'F', '%'], [(16, 4), (6, 7), (17, 5)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (10, 7))
Element 42: (2, (9, 10), ['.', '.', '', ''], [(6, 11), (14, 2), (15, 5)], [False, False, False, False], 16, False, [True, True, False, False], 6768, 'South', (9, 9))
Element 43: (2, (9, 9), ['.', '', '', '%'], [(5, 11), (14, 3), (15, 4)], [False, False, False, True], 14, False, [True, False, False, False], 6797, 'West', (8, 9))
Element 44: (2, (8, 9), ['', '.', '.', ''], [(5, 10), (13, 3), (16, 4)], [False, False, False, False], 12, False, [False, True, True, False], 6826, 'North', (8, 10))
Element 45: (2, (8, 10), ['', '', '', ''], [(5, 9), (12, 3), (17, 4)], [False, False, False, False], 10, False, [False, False, False, False], 6855, 'North', (8, 11))
Element 46: (2, (8, 11), ['', '', '%', ''], [(4, 9), (12, 2), (18, 4)], [False, False, True, False], 8, False, [False, False, False, False], 6874, 'East', (9, 11))
Element 47: (2, (9, 11), ['', '', '', ''], [(4, 10), (12, 1), (17, 4)], [False, False, False, False], 6, False, [False, False, False, False], 6893, 'North', (9, 12))
Element 48: (2, (9, 12), ['%', '', '%', ''], [(3, 10), (13, 1), (17, 3)], [True, False, True, False], 4, False, [False, False, False, False], 6912, 'South', (9, 11))
Element 49: (2, (9, 11), ['', '', '', ''], [(3, 11), (14, 1), (16, 3)], [False, False, False, False], 2, False, [False, False, False, False], 6931, 'West', (8, 11))
Element 50: (2, (8, 11), ['', '', '%', ''], [(3, 11), (14, 1), (16, 2)], [False, False, True, False], 0, False, [False, False, False, False], 6930, 'Stop', (8, 11))
Element 51: #0#
