Element 1: (3, (9, 11), ['.', 'G', '.', '.'], [(16, 6), (2, 2), (9, 10)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (10, 11))
Element 37: (3, (16, 12), ['', '', '', '%'], [(15, 11), (17, 9), (12, 9)], [False, False, False, True], 26, False, [False, False, False, False], 3733, 'South', (16, 11))
Element 38: (3, (16, 11), ['', '', '', ''], [(15, 12), (16, 9), (11, 9)], [False, False, False, False], 24, False, [False, False, False, False], 3742, 'West', (15, 11))
Element 39: (3, (15, 11), ['', '', '', ''], [(14, 12), (16, 10), (11, 8)], [False, False, False, False], 22, False, [False, False, False, False], 3751, 'North', (15, 12))
Element 40: (3, (15, 12), ['', '', '%', ''], [(14, 11), (16, 11), (10, 8)], [False, False, True, False], 20, False, [False, False, False, False], 3760, 'South', (15, 11))
Element 41: (3, (15, 11), ['', '', '', ''], [(14, 10), (16, 12), (10, 7)], [False, False, False, False], 18, False, [False, False, False, False], 4759, 'West', (14, 11))
Element 42: (3, (14, 11), ['', '', '', ''], [(15, 10), (16, 13), (9, 7)], [False, False, False, False], 16, False, [False, False, False, False], 5758, 'North', (14, 12))
Element 43: (3, (14, 12), ['', '', '%', ''], [(14, 10), (17, 13), (9, 8)], [False, False, True, False], 14, False, [False, False, False, False], 5767, 'South', (14, 11))
Element 44: (3, (14, 11), ['', '', '', ''], [(13, 10), (18, 13), (8, 8)], [False, False, False, False], 12, False, [False, False, False, False], 5776, 'West', (13, 11))
Element 45: (3, (13, 11), ['', '', '', ''], [(13, 9), (17, 13), (8, 9)], [False, False, False, False], 10, False, [False, False, False, False], 5785, 'North', (13, 12))
Element 46: (3, (13, 12), ['', '', '%', ''], [(13, 8), (16, 13), (7, 9)], [False, False, True, False], 8, False, [False, False, False, False], 6784, 'South', (13, 11))
Element 47: (3, (13, 11), ['', '', '', ''], [(13, 7), (16, 12), (6, 9)], [False, False, False, False], 6, False, [False, False, False, False], 7793, 'West', (12, 11))
Element 48: (3, (12, 11), ['', '', '', ''], [(13, 6), (15, 12), (6, 10)], [False, False, False, False], 4, False, [False, False, False, False], 7812, 'North', (12, 12))
Element 49: (3, (12, 12), ['%', '', '', ''], [(13, 5), (15, 11), (7, 10)], [True, False, False, False], 2, False, [False, False, False, False], 7831, 'South', (12, 11))
Element 50: (3, (12, 11), ['', '', '', ''], [(13, 5), (15, 11), (7, 10)], [False, False, False, False], 0, False, [False, False, False, False], 7830, 'Stop', (12, 11))
Element 51: #0#
