Element 1: (2, (16, 6), ['.', '%', 'G', '.'], [(5, 4), (4, 10), (16, 7)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'East', (17, 6))
Element 18: (2, (16, 9), ['', '', '', ''], [(14, 8), (14, 11), (17, 13)], [False, False, False, False], 64, False, [False, False, False, False], 4612, 'East', (17, 9))
Element 19: (2, (17, 9), ['', '', '', ''], [(14, 7), (13, 11), (16, 13)], [False, False, False, False], 62, False, [False, False, False, False], 4631, 'East', (18, 9))
Element 20: (2, (18, 9), ['', '', '', '%'], [(14, 6), (13, 12), (16, 12)], [False, False, False, True], 60, False, [False, False, False, False], 4650, 'North', (18, 10))
Element 21: (2, (18, 10), ['', '', '', '%'], [(14, 5), (12, 12), (15, 12)], [False, False, False, True], 58, False, [False, False, False, False], 4669, 'North', (18, 11))
Element 22: (2, (18, 11), ['', '', '%', '%'], [(13, 5), (12, 13), (15, 11)], [False, False, True, True], 56, False, [False, False, False, False], 5678, 'West', (17, 11))
Element 23: (2, (17, 11), ['', '', '%', ''], [(13, 6), (11, 13), (15, 10)], [False, False, True, False], 54, False, [False, False, False, False], 5697, 'South', (17, 10))
Element 24: (2, (17, 10), ['', '', '', ''], [(13, 7), (10, 13), (15, 9)], [False, False, False, False], 52, False, [False, False, False, False], 5716, 'West', (16, 10))
Element 25: (2, (16, 10), ['', '', '', ''], [(12, 7), (10, 12), (15, 8)], [False, False, False, False], 50, False, [False, False, False, False], 5735, 'North', (16, 11))
Element 26: (2, (16, 11), ['', '', '', ''], [(12, 6), (10, 11), (15, 7)], [False, False, False, False], 48, False, [False, False, False, False], 5754, 'North', (16, 12))
Element 27: (2, (16, 12), ['', '', '', '%'], [(12, 5), (11, 11), (15, 6)], [False, False, False, True], 46, False, [False, False, False, False], 5773, 'North', (16, 13))
Element 28: (2, (16, 13), ['%', '', '%', ''], [(12, 6), (12, 11), (16, 6)], [True, False, True, False], 44, False, [False, False, False, False], 5782, 'East', (17, 13))
Element 29: (2, (17, 13), ['', '%', '%', ''], [(12, 7), (11, 11), (17, 6)], [False, True, True, False], 42, False, [False, False, False, False], 5781, 'East', (18, 13))
Element 30: (2, (18, 13), ['', '%', '%', '%'], [(13, 7), (10, 11), (18, 6)], [False, True, True, True], 40, False, [False, False, False, False], 5780, 'West', (17, 13))
Element 31: (2, (17, 13), ['', '%', '%', ''], [(13, 6), (9, 11), (18, 5)], [False, True, True, False], 38, False, [False, False, False, False], 5789, 'West', (16, 13))
Element 32: (2, (16, 13), ['%', '', '%', ''], [(12, 6), (9, 12), (18, 4)], [True, False, True, False], 36, False, [False, False, False, False], 5798, 'South', (16, 12))
Element 33: (2, (16, 12), ['', '', '', '%'], [(13, 6), (9, 11), (17, 4)], [False, False, False, True], 34, False, [False, False, False, False], 5797, 'West', (15, 12))
Element 34: (2, (15, 12), ['', '', '%', ''], [(13, 5), (8, 11), (17, 5)], [False, False, True, False], 32, False, [False, False, False, False], 5806, 'South', (15, 11))
Element 35: (2, (15, 11), ['', '', '', ''], [(12, 5), (7, 11), (17, 4)], [False, False, False, False], 30, False, [False, False, False, False], 6805, 'South', (15, 10))
Element 36: (2, (15, 10), ['', '', '', ''], [(13, 5), (7, 10), (17, 3)], [False, False, False, False], 28, False, [False, False, False, False], 6814, 'West', (14, 10))
Element 37: (2, (14, 10), ['', '%', '', ''], [(14, 5), (8, 10), (16, 3)], [False, True, False, False], 26, False, [False, False, False, False], 6823, 'North', (14, 11))
Element 38: (2, (14, 11), ['', '', '', ''], [(15, 5), (7, 10), (16, 2)], [False, False, False, False], 24, False, [False, False, False, False], 6832, 'North', (14, 12))
Element 39: (2, (14, 12), ['', '', '%', ''], [(15, 6), (7, 11), (15, 2)], [False, False, True, False], 22, False, [False, False, False, False], 6841, 'West', (13, 12))
Element 40: (2, (13, 12), ['', '', '%', ''], [(16, 6), (6, 11), (14, 2)], [False, False, True, False], 20, False, [False, False, False, False], 6860, 'South', (13, 11))
Element 41: (2, (13, 11), ['', '', '', ''], [(17, 6), (5, 11), (14, 3)], [False, False, False, False], 18, False, [False, False, False, False], 6879, 'South', (13, 10))
Element 42: (2, (13, 10), ['', '', '', ''], [(18, 6), (6, 11), (13, 3)], [False, False, False, False], 16, False, [False, False, False, False], 6888, 'South', (13, 9))
Element 43: (2, (13, 9), ['', '', '', '%'], [(18, 5), (7, 11), (12, 3)], [False, False, False, True], 14, False, [False, False, False, False], 6897, 'South', (13, 8))
Element 44: (2, (13, 8), ['%', '', '', ''], [(18, 4), (8, 11), (12, 2)], [True, False, False, False], 12, False, [False, False, False, False], 6906, 'East', (14, 8))
Element 45: (2, (14, 8), ['', '', '%', ''], [(17, 4), (8, 10), (12, 1)], [False, False, True, False], 10, False, [False, False, False, False], 6915, 'South', (14, 7))
Element 46: (2, (14, 7), ['', '', '', ''], [(17, 5), (8, 11), (13, 1)], [False, False, False, False], 8, False, [False, False, False, False], 6924, 'South', (14, 6))
Element 47: (2, (14, 6), ['', '', '', ''], [(17, 4), (9, 11), (14, 1)], [False, False, False, False], 6, False, [False, False, False, False], 6933, 'South', (14, 5))
Element 48: (2, (14, 5), ['', '%', '', ''], [(17, 3), (10, 11), (13, 1)], [False, True, False, False], 4, False, [False, False, False, False], 6932, 'West', (13, 5))
Element 49: (2, (13, 5), ['', '%', '', ''], [(16, 3), (10, 12), (12, 1)], [False, True, False, False], 2, False, [False, False, False, False], 6931, 'North', (13, 6))
Element 50: (2, (13, 6), ['', '', '', ''], [(16, 3), (10, 12), (11, 1)], [False, False, False, False], 0, False, [False, False, False, False], 6940, 'Stop', (13, 6))
Element 51: #0#
