Element 1: (3, (13, 8), ['%', '', '.', '.'], [(14, 7), (12, 3), (12, 6)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (14, 8))
Element 29: (3, (13, 12), ['.', '.', '%', ''], [(12, 7), (9, 8), (16, 12)], [False, False, True, False], 42, False, [True, True, False, False], 3651, 'South', (13, 11))
Element 30: (3, (13, 11), ['.', '.', '', ''], [(12, 6), (10, 8), (16, 13)], [False, False, False, False], 40, False, [True, True, False, False], 3670, 'South', (13, 10))
Element 31: (3, (13, 10), ['.', '.', '', ''], [(12, 5), (11, 8), (17, 13)], [False, False, False, False], 38, False, [True, True, False, False], 3689, 'South', (13, 9))
Element 32: (3, (13, 9), ['.', '', '', '%'], [(13, 5), (11, 9), (18, 13)], [False, False, False, True], 36, False, [True, False, False, False], 3708, 'West', (12, 9))
Element 33: (3, (12, 9), ['', '%', '.', ''], [(13, 6), (11, 10), (17, 13)], [False, True, False, False], 34, False, [False, False, True, False], 3727, 'North', (12, 10))
Element 34: (3, (12, 10), ['', '', '.', ''], [(13, 5), (11, 11), (16, 13)], [False, False, False, False], 32, False, [False, False, True, False], 3746, 'North', (12, 11))
Element 35: (3, (12, 11), ['', '', '.', ''], [(14, 5), (10, 11), (16, 12)], [False, False, False, False], 30, False, [False, False, True, False], 3765, 'North', (12, 12))
Element 36: (3, (12, 12), ['%', '', 'F', ''], [(14, 6), (10, 12), (15, 12)], [True, False, False, False], 28, False, [False, False, False, False], 3784, 'North', (12, 13))
Element 37: (3, (12, 13), ['.', '', '%', '%'], [(14, 5), (10, 13), (15, 11)], [False, False, True, True], 26, False, [True, False, False, False], 4793, 'West', (11, 13))
Element 38: (3, (11, 13), ['', '%', '%', ''], [(15, 5), (10, 12), (14, 11)], [False, True, True, False], 24, False, [False, False, False, False], 4802, 'West', (10, 13))
Element 39: (3, (10, 13), ['%', '', '%', ''], [(15, 6), (9, 12), (14, 12)], [True, False, True, False], 22, False, [False, False, False, False], 4811, 'South', (10, 12))
Element 40: (3, (10, 12), ['', '', '', '%'], [(15, 5), (9, 11), (13, 12)], [False, False, False, True], 20, False, [False, False, False, False], 4820, 'South', (10, 11))
Element 41: (3, (10, 11), ['', '.', '', ''], [(15, 4), (9, 10), (13, 11)], [False, False, False, False], 18, False, [False, True, False, False], 4829, 'South', (10, 10))
Element 42: (3, (10, 10), ['', '%', '', ''], [(16, 4), (9, 9), (13, 10)], [False, True, False, False], 16, False, [False, False, False, False], 4848, 'East', (11, 10))
Element 43: (3, (11, 10), ['', '', '', ''], [(16, 3), (8, 9), (14, 10)], [False, False, False, False], 14, False, [False, False, False, False], 4857, 'North', (11, 11))
Element 44: (3, (11, 11), ['', '', '%', ''], [(16, 2), (7, 9), (13, 10)], [False, False, True, False], 12, False, [False, False, False, False], 5856, 'South', (11, 10))
Element 45: (3, (11, 10), ['', '', '', ''], [(15, 2), (6, 9), (13, 9)], [False, False, False, False], 10, False, [False, False, False, False], 6855, 'South', (11, 9))
Element 46: (3, (11, 9), ['%', '', '', ''], [(14, 2), (6, 10), (13, 8)], [True, False, False, False], 8, False, [False, False, False, False], 6864, 'South', (11, 8))
Element 47: (3, (11, 8), ['', '%', '', '%'], [(14, 3), (7, 10), (14, 8)], [False, True, False, True], 6, False, [False, False, False, False], 6873, 'West', (10, 8))
Element 48: (3, (10, 8), ['', '', '%', ''], [(13, 3), (7, 11), (15, 8)], [False, False, True, False], 4, False, [False, False, False, False], 7872, 'South', (10, 7))
Element 49: (3, (10, 7), ['', '', '', '%'], [(12, 3), (8, 11), (15, 7)], [False, False, False, True], 2, False, [False, False, False, False], 7881, 'South', (10, 6))
Element 50: (3, (10, 6), ['.', '', '', '%'], [(12, 3), (8, 11), (15, 7)], [False, False, False, True], 0, False, [True, False, False, False], 7880, 'Stop', (10, 6))
Element 51: #0#
