Element 1: (1, (3, 7), ['.', '.', 'F', '%'], [(7, 11), (6, 13), (18, 11)], [False, False, False, True], 98, False, [True, True, False, False], 999, 'North', (3, 8))
Element 38: (1, (12, 5), ['%', '%', '', ''], [(18, 9), (16, 6), (12, 2)], [True, True, False, False], 24, False, [False, False, False, False], 9982, 'North', (12, 6))
Element 39: (1, (12, 6), ['%', '', '', ''], [(18, 8), (16, 7), (12, 1)], [True, False, False, False], 22, False, [False, False, False, False], 9991, 'North', (12, 7))
Element 40: (1, (12, 7), ['%', '', '%', ''], [(17, 8), (16, 8), (13, 1)], [True, False, True, False], 20, False, [False, False, False, False], 10000, 'East', (13, 7))
Element 41: (1, (13, 7), ['', '', '', ''], [(17, 9), (16, 9), (14, 1)], [False, False, False, False], 18, False, [False, False, False, False], 10009, 'South', (13, 6))
Element 42: (1, (13, 6), ['', '', '', ''], [(17, 10), (16, 10), (13, 1)], [False, False, False, False], 16, False, [False, False, False, False], 10008, 'West', (12, 6))
Element 43: (1, (12, 6), ['%', '', '', ''], [(16, 10), (16, 11), (12, 1)], [True, False, False, False], 14, False, [False, False, False, False], 10007, 'East', (13, 6))
Element 44: (1, (13, 6), ['', '', '', ''], [(16, 9), (17, 11), (11, 1)], [False, False, False, False], 12, False, [False, False, False, False], 10016, 'South', (13, 5))
Element 45: (1, (13, 5), ['', '%', '', ''], [(16, 8), (18, 11), (11, 2)], [False, True, False, False], 10, False, [False, False, False, False], 10025, 'West', (12, 5))
Element 46: (1, (12, 5), ['%', '%', '', ''], [(16, 7), (18, 10), (11, 3)], [True, True, False, False], 8, False, [False, False, False, False], 10034, 'East', (13, 5))
Element 47: (1, (13, 5), ['', '%', '', ''], [(16, 6), (18, 9), (10, 3)], [False, True, False, False], 6, False, [False, False, False, False], 10043, 'East', (14, 5))
Element 48: (1, (14, 5), ['', '%', '', ''], [(17, 6), (18, 8), (10, 2)], [False, True, False, False], 4, False, [False, False, False, False], 10052, 'East', (15, 5))
Element 49: (1, (15, 5), ['', '', '', '%'], [(18, 6), (17, 8), (10, 1)], [False, False, False, True], 2, False, [False, False, False, False], 10061, 'North', (15, 6))
Element 50: (1, (15, 6), ['', '', '', ''], [(18, 6), (17, 9), (9, 1)], [False, False, False, False], 0, False, [False, False, False, False], 11060, 'Stop', (15, 6))
Element 51: #0#
