Element 1: (2, (8, 8), ['.', '%', 'F', '%'], [(18, 13), (4, 5), (8, 12)], [False, True, False, True], 98, False, [True, False, False, False], 19, 'North', (8, 9))
Element 14: (2, (18, 7), ['.', '.', '', '%'], [(14, 8), (16, 6), (13, 12)], [False, False, False, True], 72, False, [True, True, False, False], 3476, 'South', (18, 6))
Element 15: (2, (18, 6), ['G', '%', '', '%'], [(14, 7), (17, 6), (13, 11)], [False, True, False, True], 70, False, [False, False, False, False], 3505, 'North', (18, 7))
Element 16: (2, (18, 7), ['G', '', '', '%'], [(14, 6), (17, 7), (12, 11)], [False, False, False, True], 68, False, [False, False, False, False], 3534, 'South', (18, 6))
Element 17: (2, (18, 6), ['', '%', '', '%'], [(15, 6), (16, 7), (12, 10)], [False, True, False, True], 66, False, [False, False, False, False], 3553, 'North', (18, 7))
Element 18: (2, (18, 7), ['', '', '', '%'], [(16, 6), (16, 8), (11, 10)], [False, False, False, True], 64, False, [False, False, False, False], 3562, 'North', (18, 8))
Element 19: (2, (18, 8), ['G', '', '%', '%'], [(17, 6), (17, 8), (11, 11)], [False, False, True, True], 62, False, [False, False, False, False], 3571, 'South', (18, 7))
Element 20: (2, (18, 7), ['', 'G', 'G', '%'], [(18, 6), (18, 8), (10, 11)], [False, False, False, True], 60, False, [False, False, False, False], 3580, 'West', (17, 7))
Element 21: (2, (17, 7), ['', '', 'G', 'G'], [(18, 7), (17, 8), (10, 10)], [False, False, False, False], 58, False, [False, False, False, False], 3589, 'South', (17, 6))
Element 22: (2, (17, 6), ['', '%', '', ''], [(18, 8), (16, 8), (9, 10)], [False, True, False, False], 56, False, [False, False, False, False], 3598, 'West', (16, 6))
Element 23: (2, (16, 6), ['', '%', '', ''], [(17, 8), (16, 9), (9, 11)], [False, True, False, False], 54, False, [False, False, False, False], 3607, 'North', (16, 7))
Element 24: (2, (16, 7), ['%', '', '', 'G'], [(17, 7), (16, 10), (8, 11)], [True, False, False, False], 52, False, [False, False, False, False], 3616, 'South', (16, 6))
Element 25: (2, (16, 6), ['', '%', 'G', ''], [(16, 7), (16, 11), (8, 10)], [False, True, False, False], 50, False, [False, False, False, False], 3625, 'West', (15, 6))
Element 26: (2, (15, 6), ['', '', '%', ''], [(16, 8), (16, 12), (7, 10)], [False, False, True, False], 48, False, [False, False, False, False], 3634, 'South', (15, 5))
Element 27: (2, (15, 5), ['', '.', '', '%'], [(16, 9), (17, 12), (7, 11)], [False, False, False, True], 46, False, [False, True, False, False], 3643, 'South', (15, 4))
Element 28: (2, (15, 4), ['.', '.', '', '%'], [(16, 8), (17, 13), (7, 12)], [False, False, False, True], 44, False, [True, True, False, False], 3662, 'South', (15, 3))
Element 29: (2, (15, 3), ['%', '%', '', '.'], [(16, 7), (18, 13), (7, 13)], [True, True, False, False], 42, False, [False, False, False, True], 3681, 'East', (16, 3))
Element 30: (2, (16, 3), ['', 'F', '%', '.'], [(17, 7), (17, 13), (8, 13)], [False, False, True, False], 40, False, [False, False, False, True], 3700, 'South', (16, 2))
Element 31: (2, (16, 2), ['%', '.', '', '%'], [(17, 8), (16, 13), (9, 13)], [True, False, False, True], 38, False, [False, True, False, False], 4709, 'South', (16, 1))
Element 32: (2, (16, 1), ['.', '%', '', '.'], [(16, 8), (15, 13), (8, 13)], [False, True, False, False], 36, False, [True, False, False, True], 4718, 'East', (17, 1))
Element 33: (2, (17, 1), ['', '%', '%', '%'], [(17, 8), (15, 12), (7, 13)], [False, True, True, True], 34, False, [False, False, False, False], 4727, 'West', (16, 1))
Element 34: (2, (16, 1), ['.', '%', '', ''], [(18, 8), (15, 11), (6, 13)], [False, True, False, False], 32, False, [True, False, False, False], 4736, 'West', (15, 1))
Element 35: (2, (15, 1), ['.', '%', '%', ''], [(18, 7), (15, 10), (6, 12)], [False, True, True, False], 30, False, [True, False, False, False], 4755, 'West', (14, 1))
Element 36: (2, (14, 1), ['.', '%', '%', ''], [(17, 7), (15, 9), (6, 11)], [False, True, True, False], 28, False, [True, False, False, False], 4774, 'West', (13, 1))
Element 37: (2, (13, 1), ['.', '%', '%', ''], [(18, 7), (15, 8), (6, 10)], [False, True, True, False], 26, False, [True, False, False, False], 4793, 'West', (12, 1))
Element 38: (2, (12, 1), ['.', '%', '%', ''], [(18, 6), (14, 8), (6, 9)], [False, True, True, False], 24, False, [True, False, False, False], 4812, 'West', (11, 1))
Element 39: (2, (11, 1), ['.', '%', '%', ''], [(17, 6), (13, 8), (7, 9)], [False, True, True, False], 22, False, [True, False, False, False], 4841, 'West', (10, 1))
Element 40: (2, (10, 1), ['.', '%', '%', ''], [(17, 7), (13, 7), (7, 8)], [False, True, True, False], 20, False, [True, False, False, False], 4870, 'West', (9, 1))
Element 41: (2, (9, 1), ['.', '%', '%', ''], [(17, 6), (12, 7), (6, 8)], [False, True, True, False], 18, False, [True, False, False, False], 4899, 'West', (8, 1))
Element 42: (2, (8, 1), ['.', '%', '.', ''], [(16, 6), (12, 8), (5, 8)], [False, True, False, False], 16, False, [True, False, True, False], 4928, 'North', (8, 2))
Element 43: (2, (8, 2), ['.', '', '.', '%'], [(16, 7), (12, 9), (5, 9)], [False, False, False, True], 14, False, [True, False, True, False], 4947, 'North', (8, 3))
Element 44: (2, (8, 3), ['.', '', '.', '.'], [(16, 6), (13, 9), (5, 10)], [False, False, False, False], 12, False, [True, False, True, True], 4966, 'East', (9, 3))
Element 45: (2, (9, 3), ['', '%', '.', '.'], [(15, 6), (14, 9), (5, 11)], [False, True, False, False], 10, False, [False, False, True, True], 4985, 'East', (10, 3))
Element 46: (2, (10, 3), ['', '%', '%', '.'], [(15, 5), (14, 10), (5, 12)], [False, True, True, False], 8, False, [False, False, False, True], 5004, 'East', (11, 3))
Element 47: (2, (11, 3), ['', '%', '.', '.'], [(15, 4), (14, 11), (5, 13)], [False, True, False, False], 6, False, [False, False, True, True], 5023, 'East', (12, 3))
Element 48: (2, (12, 3), ['', '%', '.', '.'], [(14, 4), (14, 12), (4, 13)], [False, True, False, False], 4, False, [False, False, True, True], 5052, 'East', (13, 3))
Element 49: (2, (13, 3), ['', '%', 'G', '%'], [(13, 4), (14, 13), (4, 12)], [False, True, False, True], 2, False, [False, False, False, False], 5081, 'West', (12, 3))
Element 50: (2, (12, 3), ['', '%', '.', ''], [(13, 4), (14, 13), (4, 11)], [False, True, False, False], 0, False, [False, False, True, False], 5090, 'Stop', (12, 3))
Element 51: #0#
