Element 1: (0, (8, 8), ['.', '%', 'F', '%'], [(4, 9), (11, 10), (14, 7)], [False, True, False, True], 98, False, [True, False, False, False], 0, 'North', (8, 9))
Element 42: (0, (18, 7), ['G', '', '', '%'], [(6, 10), (17, 7), (11, 9)], [False, False, False, True], 16, False, [False, False, False, False], 3899, 'South', (18, 6))
Element 43: (0, (18, 6), ['', '%', '', '%'], [(5, 10), (16, 7), (10, 9)], [False, True, False, True], 14, False, [False, False, False, False], 3908, 'North', (18, 7))
Element 44: (0, (18, 7), ['', '', '', '%'], [(4, 10), (16, 6), (10, 10)], [False, False, False, True], 12, False, [False, False, False, False], 3917, 'South', (18, 6))
Element 45: (0, (18, 6), ['G', '%', '', '%'], [(4, 11), (17, 6), (9, 10)], [False, True, False, True], 10, False, [False, False, False, False], 3926, 'North', (18, 7))
Element 46: (0, (18, 7), ['', 'G', '', '%'], [(4, 12), (18, 6), (9, 9)], [False, False, False, True], 8, False, [False, False, False, False], 3935, 'West', (17, 7))
Element 47: (0, (17, 7), ['', '', '', 'G'], [(4, 13), (18, 7), (8, 9)], [False, False, False, False], 6, False, [False, False, False, False], 3944, 'North', (17, 8))
Element 48: (0, (17, 8), ['', '', '%', 'G'], [(3, 13), (18, 8), (8, 10)], [False, False, True, False], 4, False, [False, False, False, False], 3953, 'West', (16, 8))
Element 49: (0, (16, 8), ['', '', '', ''], [(3, 12), (18, 7), (7, 10)], [False, False, False, False], 2, False, [False, False, False, False], 3962, 'North', (16, 9))
Element 50: (0, (16, 9), ['', '', '', '%'], [(3, 11), (18, 6), (7, 11)], [False, False, False, True], 0, False, [False, False, False, False], 3971, 'Stop', (16, 9))
Element 51: #0#
