Element 1: (2, (8, 8), ['.', '%', 'F', '%'], [(5, 4), (3, 13), (13, 7)], [False, True, False, True], 98, False, [True, False, False, False], 19, 'North', (8, 9))
Element 17: (2, (17, 13), ['', '', '%', ''], [(18, 7), (13, 11), (16, 12)], [False, False, True, False], 66, False, [False, False, False, False], 3533, 'South', (17, 12))
Element 18: (2, (17, 12), ['', '%', '', '%'], [(18, 8), (13, 12), (16, 13)], [False, True, False, True], 64, False, [False, False, False, False], 3552, 'West', (16, 12))
Element 19: (2, (16, 12), ['', '', '', ''], [(17, 8), (13, 11), (15, 13)], [False, False, False, False], 62, False, [False, False, False, False], 3561, 'South', (16, 11))
Element 20: (2, (16, 11), ['', '', '', '%'], [(17, 7), (12, 11), (15, 12)], [False, False, False, True], 60, False, [False, False, False, False], 3580, 'South', (16, 10))
Element 21: (2, (16, 10), ['', '', '', '%'], [(16, 7), (12, 10), (15, 11)], [False, False, False, True], 58, False, [False, False, False, False], 3599, 'South', (16, 9))
Element 22: (2, (16, 9), ['', 'G', '', '%'], [(16, 8), (11, 10), (15, 10)], [False, False, False, True], 56, False, [False, False, False, False], 3608, 'North', (16, 10))
Element 23: (2, (16, 10), ['', 'G', '', '%'], [(16, 9), (11, 11), (15, 9)], [False, False, False, True], 54, False, [False, False, False, False], 3617, 'North', (16, 11))
Element 24: (2, (16, 11), ['', 'G', '', '%'], [(16, 10), (10, 11), (14, 9)], [False, False, False, True], 52, False, [False, False, False, False], 3626, 'North', (16, 12))
Element 25: (2, (16, 12), ['', 'G', '', ''], [(16, 11), (10, 12), (14, 10)], [False, False, False, False], 50, False, [False, False, False, False], 3635, 'East', (17, 12))
Element 26: (2, (17, 12), ['G', '%', '', '%'], [(16, 12), (9, 12), (14, 11)], [False, True, False, True], 48, False, [False, False, False, False], 3644, 'North', (17, 13))
Element 27: (2, (17, 13), ['', 'G', '%', ''], [(17, 12), (9, 11), (14, 12)], [False, False, True, False], 46, False, [False, False, False, False], 3653, 'West', (16, 13))
Element 28: (2, (16, 13), ['', '', '%', 'G'], [(17, 13), (9, 10), (14, 13)], [False, False, True, False], 44, False, [False, False, False, False], 3662, 'South', (16, 12))
Element 29: (2, (16, 12), ['', '', '', ''], [(18, 13), (10, 10), (13, 13)], [False, False, False, False], 42, False, [False, False, False, False], 3671, 'North', (16, 13))
Element 30: (2, (16, 13), ['', '', '%', 'G'], [(17, 13), (10, 9), (13, 12)], [False, False, True, False], 40, False, [False, False, False, False], 3670, 'West', (15, 13))
Element 31: (2, (15, 13), ['', '', '%', 'G'], [(16, 13), (11, 9), (13, 11)], [False, False, True, False], 38, False, [False, False, False, False], 3669, 'West', (14, 13))
Element 32: (2, (14, 13), ['', '', '%', 'G'], [(15, 13), (12, 9), (13, 10)], [False, False, True, False], 36, False, [False, False, False, False], 3668, 'South', (14, 12))
Element 33: (2, (14, 12), ['', '', '', 'G'], [(15, 12), (12, 8), (13, 9)], [False, False, False, False], 34, False, [False, False, False, False], 3677, 'South', (14, 11))
Element 34: (2, (14, 11), ['', '', '', 'G'], [(15, 11), (12, 7), (13, 8)], [False, False, False, False], 32, False, [False, False, False, False], 3696, 'South', (14, 10))
Element 35: (2, (14, 10), ['', '', '', 'G'], [(15, 10), (12, 6), (12, 8)], [False, False, False, False], 30, False, [False, False, False, False], 3705, 'West', (13, 10))
Element 36: (2, (13, 10), ['', '', '', ''], [(15, 9), (11, 6), (12, 9)], [False, False, False, False], 28, False, [False, False, False, False], 3714, 'North', (13, 11))
Element 37: (2, (13, 11), ['', '', '', ''], [(15, 8), (11, 7), (12, 10)], [False, False, False, False], 26, False, [False, False, False, False], 3723, 'North', (13, 12))
Element 38: (2, (13, 12), ['%', '', '', ''], [(14, 8), (11, 6), (12, 11)], [True, False, False, False], 24, False, [False, False, False, False], 3722, 'North', (13, 13))
Element 39: (2, (13, 13), ['', '', '%', ''], [(14, 9), (10, 6), (11, 11)], [False, False, True, False], 22, False, [False, False, False, False], 3731, 'West', (12, 13))
Element 40: (2, (12, 13), ['', '%', '%', ''], [(14, 10), (9, 6), (11, 10)], [False, True, True, False], 20, False, [False, False, False, False], 3740, 'West', (11, 13))
Element 41: (2, (11, 13), ['', '%', '%', ''], [(14, 11), (8, 6), (11, 9)], [False, True, True, False], 18, False, [False, False, False, False], 3749, 'West', (10, 13))
Element 42: (2, (10, 13), ['', '', '%', ''], [(14, 12), (8, 5), (10, 9)], [False, False, True, False], 16, False, [False, False, False, False], 3758, 'South', (10, 12))
Element 43: (2, (10, 12), ['', '', '', '%'], [(14, 13), (7, 5), (10, 10)], [False, False, False, True], 14, False, [False, False, False, False], 3767, 'South', (10, 11))
Element 44: (2, (10, 11), ['', '', '', ''], [(13, 13), (7, 6), (9, 10)], [False, False, False, False], 12, False, [False, False, False, False], 3776, 'East', (11, 11))
Element 45: (2, (11, 11), ['', '', '%', ''], [(13, 12), (6, 6), (8, 10)], [False, False, True, False], 10, False, [False, False, False, False], 3795, 'East', (12, 11))
Element 46: (2, (12, 11), ['', '', '%', 'G'], [(13, 11), (6, 5), (8, 11)], [False, False, True, False], 8, False, [False, False, False, False], 3814, 'South', (12, 10))
Element 47: (2, (12, 10), ['', '', '', 'G'], [(13, 10), (5, 5), (8, 12)], [False, False, False, False], 6, False, [False, False, False, False], 3833, 'West', (11, 10))
Element 48: (2, (11, 10), ['', '', '', ''], [(13, 9), (4, 5), (7, 12)], [False, False, False, False], 4, False, [False, False, False, False], 3852, 'West', (10, 10))
Element 49: (2, (10, 10), ['', '', '', ''], [(13, 8), (3, 5), (7, 11)], [False, False, False, False], 2, False, [False, False, False, False], 3871, 'West', (9, 10))
Element 50: (2, (9, 10), ['', '', '', ''], [(13, 8), (3, 5), (7, 10)], [False, False, False, False], 0, False, [False, False, False, False], 3880, 'Stop', (9, 10))
Element 51: #0#
