Element 1: (1, (8, 8), ['.', '%', 'F', '%'], [(5, 11), (9, 12), (16, 10)], [False, True, False, True], 98, False, [True, False, False, False], 9, 'North', (8, 9))
Element 16: (1, (18, 13), ['', '%', '%', '%'], [(13, 12), (16, 10), (16, 3)], [False, True, True, True], 68, False, [False, False, False, False], 2474, 'West', (17, 13))
Element 17: (1, (17, 13), ['', '', '%', ''], [(13, 13), (16, 9), (16, 2)], [False, False, True, False], 66, False, [False, False, False, False], 3473, 'South', (17, 12))
Element 18: (1, (17, 12), ['', '%', '', '%'], [(12, 13), (16, 8), (16, 1)], [False, True, False, True], 64, False, [False, False, False, False], 3482, 'North', (17, 13))
Element 19: (1, (17, 13), ['', '', '%', ''], [(11, 13), (15, 8), (17, 1)], [False, False, True, False], 62, False, [False, False, False, False], 3501, 'West', (16, 13))
Element 20: (1, (16, 13), ['', '', '%', ''], [(10, 13), (14, 8), (16, 1)], [False, False, True, False], 60, False, [False, False, False, False], 3510, 'West', (15, 13))
Element 21: (1, (15, 13), ['', '', '%', ''], [(9, 13), (14, 7), (15, 1)], [False, False, True, False], 58, False, [False, False, False, False], 3539, 'South', (15, 12))
Element 22: (1, (15, 12), ['', '', '', ''], [(8, 13), (14, 6), (14, 1)], [False, False, False, False], 56, False, [False, False, False, False], 3568, 'West', (14, 12))
Element 23: (1, (14, 12), ['', '', '', ''], [(8, 12), (14, 5), (13, 1)], [False, False, False, False], 54, False, [False, False, False, False], 3597, 'North', (14, 13))
Element 24: (1, (14, 13), ['', '', '%', ''], [(7, 12), (14, 4), (12, 1)], [False, False, True, False], 52, False, [False, False, False, False], 3626, 'West', (13, 13))
Element 25: (1, (13, 13), ['', '', '%', ''], [(7, 13), (13, 4), (11, 1)], [False, False, True, False], 50, False, [False, False, False, False], 3655, 'South', (13, 12))
Element 26: (1, (13, 12), ['%', '', '', ''], [(6, 13), (13, 5), (10, 1)], [True, False, False, False], 48, False, [False, False, False, False], 3684, 'South', (13, 11))
Element 27: (1, (13, 11), ['', '.', '', ''], [(6, 12), (12, 5), (9, 1)], [False, False, False, False], 46, False, [False, True, False, False], 3713, 'South', (13, 10))
Element 28: (1, (13, 10), ['.', '', '', '.'], [(5, 12), (11, 5), (8, 1)], [False, False, False, False], 44, False, [True, False, False, True], 4742, 'East', (14, 10))
Element 29: (1, (14, 10), ['', '', '', ''], [(5, 13), (11, 6), (8, 2)], [False, False, False, False], 42, False, [False, False, False, False], 4781, 'North', (14, 11))
Element 30: (1, (14, 11), ['', '', '', ''], [(4, 13), (12, 6), (8, 3)], [False, False, False, False], 40, False, [False, False, False, False], 4810, 'South', (14, 10))
Element 31: (1, (14, 10), ['', '', '', ''], [(4, 12), (12, 7), (9, 3)], [False, False, False, False], 38, False, [False, False, False, False], 4839, 'West', (13, 10))
Element 32: (1, (13, 10), ['.', '', '', ''], [(3, 12), (13, 7), (10, 3)], [False, False, False, False], 36, False, [True, False, False, False], 4868, 'West', (12, 10))
Element 33: (1, (12, 10), ['.', '', '', ''], [(3, 13), (13, 8), (11, 3)], [False, False, False, False], 34, False, [True, False, False, False], 4907, 'West', (11, 10))
Element 34: (1, (11, 10), ['.', '', '', ''], [(2, 13), (12, 8), (12, 3)], [False, False, False, False], 32, False, [True, False, False, False], 4946, 'West', (10, 10))
Element 35: (1, (10, 10), ['.', '', '', ''], [(2, 12), (12, 9), (13, 3)], [False, False, False, False], 30, False, [True, False, False, False], 4975, 'West', (9, 10))
Element 36: (1, (9, 10), ['.', '', '', ''], [(1, 12), (13, 9), (13, 4)], [False, False, False, False], 28, False, [True, False, False, False], 4994, 'West', (8, 10))
Element 37: (1, (8, 10), ['.', '', '', ''], [(1, 13), (14, 9), (12, 4)], [False, False, False, False], 26, False, [True, False, False, False], 5023, 'West', (7, 10))
Element 38: (1, (7, 10), ['.', '.', '', ''], [(1, 12), (15, 9), (11, 4)], [False, False, False, False], 24, False, [True, True, False, False], 5042, 'South', (7, 9))
Element 39: (1, (7, 9), ['.', '.', '', ''], [(2, 12), (15, 10), (11, 5)], [False, False, False, False], 22, False, [True, True, False, False], 5051, 'South', (7, 8))
Element 40: (1, (7, 8), ['.', '%', '', ''], [(2, 13), (15, 11), (10, 5)], [False, True, False, False], 20, False, [True, False, False, False], 5070, 'West', (6, 8))
Element 41: (1, (6, 8), ['.', '%', '.', ''], [(1, 13), (15, 12), (10, 6)], [False, True, False, False], 18, False, [True, False, True, False], 5089, 'North', (6, 9))
Element 42: (1, (6, 9), ['.', '', '.', ''], [(2, 13), (14, 12), (9, 6)], [False, False, False, False], 16, False, [True, False, True, False], 5108, 'North', (6, 10))
Element 43: (1, (6, 10), ['.', '', '', ''], [(3, 13), (14, 11), (9, 5)], [False, False, False, False], 14, False, [True, False, False, False], 5127, 'West', (5, 10))
Element 44: (1, (5, 10), ['.', '.', '', ''], [(3, 12), (14, 10), (9, 4)], [False, False, False, False], 12, False, [True, True, False, False], 5146, 'South', (5, 9))
Element 45: (1, (5, 9), ['.', '.', '', ''], [(3, 11), (13, 10), (8, 4)], [False, False, False, False], 10, False, [True, True, False, False], 5175, 'South', (5, 8))
Element 46: (1, (5, 8), ['.', '%', '', ''], [(3, 10), (13, 11), (8, 5)], [False, True, False, False], 8, False, [True, False, False, False], 5204, 'West', (4, 8))
Element 47: (1, (4, 8), ['%', '%', '.', ''], [(4, 10), (13, 12), (8, 6)], [True, True, False, False], 6, False, [False, False, True, False], 5233, 'North', (4, 9))
Element 48: (1, (4, 9), ['.', '', '', ''], [(5, 10), (13, 11), (7, 6)], [False, False, False, False], 4, False, [True, False, False, False], 5252, 'West', (3, 9))
Element 49: (1, (3, 9), ['%', '%', '', ''], [(6, 10), (12, 11), (7, 5)], [True, True, False, False], 2, False, [False, False, False, False], 5271, 'North', (3, 10))
Element 50: (1, (3, 10), ['.', '', '', ''], [(6, 10), (12, 10), (7, 4)], [False, False, False, False], 0, False, [True, False, False, False], 5280, 'Stop', (3, 10))
Element 51: #0#
