Element 1: (2, (8, 8), ['.', '%', 'F', '%'], [(9, 5), (7, 4), (18, 7)], [False, True, False, True], 98, False, [True, False, False, False], 19, 'North', (8, 9))
Element 38: (2, (12, 11), ['', '', '%', ''], [(8, 11), (7, 5), (14, 10)], [False, False, True, False], 24, False, [False, False, False, False], 4972, 'East', (13, 11))
Element 39: (2, (13, 11), ['', '', '', ''], [(8, 12), (7, 6), (14, 9)], [False, False, False, False], 22, False, [False, False, False, False], 4991, 'North', (13, 12))
Element 40: (2, (13, 12), ['%', '', '', ''], [(8, 13), (8, 6), (14, 8)], [True, False, False, False], 20, False, [False, False, False, False], 5010, 'South', (13, 11))
Element 41: (2, (13, 11), ['', '', '', ''], [(7, 13), (9, 6), (14, 7)], [False, False, False, False], 18, False, [False, False, False, False], 5029, 'South', (13, 10))
Element 42: (2, (13, 10), ['', '', '', ''], [(7, 12), (10, 6), (14, 6)], [False, False, False, False], 16, False, [False, False, False, False], 5048, 'West', (12, 10))
Element 43: (2, (12, 10), ['', '', '', ''], [(7, 11), (11, 6), (15, 6)], [False, False, False, False], 14, False, [False, False, False, False], 5067, 'West', (11, 10))
Element 44: (2, (11, 10), ['', '', '', ''], [(7, 10), (12, 6), (15, 5)], [False, False, False, False], 12, False, [False, False, False, False], 5086, 'West', (10, 10))
Element 45: (2, (10, 10), ['', '', '', ''], [(7, 9), (12, 7), (15, 4)], [False, False, False, False], 10, False, [False, False, False, False], 5095, 'West', (9, 10))
Element 46: (2, (9, 10), ['', '', '', ''], [(7, 8), (11, 7), (15, 3)], [False, False, False, False], 8, False, [False, False, False, False], 5114, 'North', (9, 11))
Element 47: (2, (9, 11), ['', '', '', ''], [(6, 8), (12, 7), (16, 3)], [False, False, False, False], 6, False, [False, False, False, False], 5123, 'North', (9, 12))
Element 48: (2, (9, 12), ['', '', '', ''], [(6, 9), (13, 7), (17, 3)], [False, False, False, False], 4, False, [False, False, False, False], 5142, 'North', (9, 13))
Element 49: (2, (9, 13), ['', '', '%', ''], [(6, 10), (14, 7), (18, 3)], [False, False, True, False], 2, False, [False, False, False, False], 5161, 'West', (8, 13))
Element 50: (2, (8, 13), ['', '', '%', ''], [(6, 10), (14, 7), (17, 3)], [False, False, True, False], 0, False, [False, False, False, False], 5160, 'Stop', (8, 13))
Element 51: #0#
