Element 1: (2, (17, 6), ['.', '%', 'G', '.'], [(18, 8), (8, 3), (17, 7)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'East', (18, 6))
Element 21: (2, (12, 13), ['.', '%', '%', ''], [(15, 9), (12, 9), (14, 10)], [False, True, True, False], 58, False, [True, False, False, False], 1469, 'West', (11, 13))
Element 22: (2, (11, 13), ['.', '%', '%', ''], [(15, 8), (12, 10), (14, 11)], [False, True, True, False], 56, False, [True, False, False, False], 1488, 'West', (10, 13))
Element 23: (2, (10, 13), ['.', '.', '%', ''], [(14, 8), (12, 11), (14, 12)], [False, False, True, False], 54, False, [True, True, False, False], 1507, 'South', (10, 12))
Element 24: (2, (10, 12), ['.', '.', '', '%'], [(14, 9), (11, 11), (14, 13)], [False, False, False, True], 52, False, [True, True, False, False], 1526, 'South', (10, 11))
Element 25: (2, (10, 11), ['.', '.', '', ''], [(14, 10), (11, 10), (13, 13)], [False, False, False, False], 50, False, [True, True, False, False], 1545, 'South', (10, 10))
Element 26: (2, (10, 10), ['.', '.', '', ''], [(14, 11), (11, 9), (13, 12)], [False, False, False, False], 48, False, [True, True, False, False], 1564, 'South', (10, 9))
Element 27: (2, (10, 9), ['.', '%', '', ''], [(14, 12), (11, 10), (13, 11)], [False, True, False, False], 46, False, [True, False, False, False], 1573, 'West', (9, 9))
Element 28: (2, (9, 9), ['F', '%', '.', ''], [(14, 13), (11, 11), (13, 10)], [False, True, False, False], 44, False, [False, False, True, False], 1582, 'West', (8, 9))
Element 29: (2, (8, 9), ['.', '.', '.', ''], [(13, 13), (12, 11), (13, 9)], [False, False, False, False], 42, False, [True, True, True, False], 2581, 'North', (8, 10))
Element 30: (2, (8, 10), ['.', '', '.', '.'], [(13, 12), (13, 11), (13, 8)], [False, False, False, False], 40, False, [True, False, True, True], 2590, 'East', (9, 10))
Element 31: (2, (9, 10), ['', '', '.', ''], [(13, 13), (14, 11), (13, 7)], [False, False, False, False], 38, False, [False, False, True, False], 2599, 'North', (9, 11))
Element 32: (2, (9, 11), ['.', '', '.', ''], [(12, 13), (15, 11), (14, 7)], [False, False, False, False], 36, False, [True, False, True, False], 2608, 'North', (9, 12))
Element 33: (2, (9, 12), ['.', '', '.', ''], [(11, 13), (16, 11), (14, 6)], [False, False, False, False], 34, False, [True, False, True, False], 2617, 'North', (9, 13))
Element 34: (2, (9, 13), ['.', '', '%', 'G'], [(10, 13), (16, 12), (14, 5)], [False, False, True, False], 32, False, [True, False, False, False], 2636, 'West', (8, 13))
Element 35: (2, (8, 13), ['.', '.', '%', ''], [(10, 12), (17, 12), (13, 5)], [False, False, True, False], 30, False, [True, True, False, False], 2655, 'South', (8, 12))
Element 36: (2, (8, 12), ['.', '.', '', ''], [(10, 11), (17, 13), (12, 5)], [False, False, False, False], 28, False, [True, True, False, False], 2674, 'South', (8, 11))
Element 37: (2, (8, 11), ['.', '', '', ''], [(11, 11), (18, 13), (11, 5)], [False, False, False, False], 26, False, [True, False, False, False], 3683, 'West', (7, 11))
Element 38: (2, (7, 11), ['.', '.', '.', ''], [(12, 11), (17, 13), (11, 6)], [False, False, False, False], 24, False, [True, True, True, False], 3702, 'North', (7, 12))
Element 39: (2, (7, 12), ['.', '', '.', ''], [(13, 11), (16, 13), (12, 6)], [False, False, False, False], 22, False, [True, False, True, False], 3721, 'North', (7, 13))
Element 40: (2, (7, 13), ['.', '', '%', ''], [(13, 10), (15, 13), (12, 7)], [False, False, True, False], 20, False, [True, False, False, False], 3730, 'West', (6, 13))
Element 41: (2, (6, 13), ['.', '.', '%', ''], [(13, 9), (15, 12), (11, 7)], [False, False, True, False], 18, False, [True, True, False, False], 3749, 'South', (6, 12))
Element 42: (2, (6, 12), ['.', '.', '', ''], [(13, 8), (14, 12), (12, 7)], [False, False, False, False], 16, False, [True, True, False, False], 3758, 'South', (6, 11))
Element 43: (2, (6, 11), ['.', '.', '', ''], [(13, 7), (14, 13), (12, 8)], [False, False, False, False], 14, False, [True, True, False, False], 3767, 'South', (6, 10))
Element 44: (2, (6, 10), ['.', '.', '', '.'], [(14, 7), (13, 13), (12, 9)], [False, False, False, False], 12, False, [True, True, False, True], 3776, 'East', (7, 10))
Element 45: (2, (7, 10), ['', '.', '', ''], [(14, 6), (13, 12), (12, 10)], [False, False, False, False], 10, False, [False, True, False, False], 3785, 'South', (7, 9))
Element 46: (2, (7, 9), ['.', '.', '', ''], [(15, 6), (13, 13), (12, 11)], [False, False, False, False], 8, False, [True, True, False, False], 3794, 'South', (7, 8))
Element 47: (2, (7, 8), ['.', '%', '', '.'], [(16, 6), (12, 13), (11, 11)], [False, True, False, False], 6, False, [True, False, False, True], 3803, 'East', (8, 8))
Element 48: (2, (8, 8), ['', '%', '', '%'], [(16, 7), (11, 13), (11, 10)], [False, True, False, True], 4, False, [False, False, False, False], 3812, 'West', (7, 8))
Element 49: (2, (7, 8), ['.', '%', '', ''], [(16, 6), (10, 13), (11, 9)], [False, True, False, False], 2, False, [True, False, False, False], 3811, 'West', (6, 8))
Element 50: (2, (6, 8), ['.', '%', '.', ''], [(16, 6), (10, 13), (10, 9)], [False, True, False, False], 0, False, [True, False, True, False], 3820, 'Stop', (6, 8))
Element 51: #0#
