Element 1: (2, (6, 3), ['.', '.', 'F', '%'], [(17, 11), (3, 3), (15, 10)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (6, 4))
Element 17: (2, (15, 6), ['', '%', '', ''], [(17, 7), (2, 2), (12, 13)], [False, True, False, False], 66, False, [False, False, False, False], 1513, 'West', (14, 6))
Element 18: (2, (14, 6), ['', '%', '', ''], [(17, 6), (1, 2), (12, 12)], [False, True, False, False], 64, False, [False, False, False, False], 1532, 'West', (13, 6))
Element 19: (2, (13, 6), ['.', '', '.', ''], [(16, 6), (1, 1), (12, 11)], [False, False, False, False], 62, False, [True, False, True, False], 1551, 'North', (13, 7))
Element 20: (2, (13, 7), ['.', '', '.', ''], [(15, 6), (1, 2), (12, 10)], [False, False, False, False], 60, False, [True, False, True, False], 1570, 'North', (13, 8))
Element 21: (2, (13, 8), ['.', '', '.', ''], [(14, 6), (2, 2), (12, 9)], [False, False, False, False], 58, False, [True, False, True, False], 1589, 'North', (13, 9))
Element 22: (2, (13, 9), ['', '', '', ''], [(13, 6), (2, 1), (12, 8)], [False, False, False, False], 56, False, [False, False, False, False], 1608, 'East', (14, 9))
Element 23: (2, (14, 9), ['', '', '', ''], [(12, 6), (1, 1), (12, 7)], [False, False, False, False], 54, False, [False, False, False, False], 1627, 'East', (15, 9))
Element 24: (2, (15, 9), ['', '%', '', ''], [(11, 6), (2, 1), (11, 7)], [False, True, False, False], 52, False, [False, False, False, False], 1646, 'East', (16, 9))
Element 25: (2, (16, 9), ['', '%', '%', ''], [(10, 6), (3, 1), (10, 7)], [False, True, True, False], 50, False, [False, False, False, False], 1665, 'East', (17, 9))
Element 26: (2, (17, 9), ['', '%', '', ''], [(9, 6), (3, 2), (10, 8)], [False, True, False, False], 48, False, [False, False, False, False], 2674, 'East', (18, 9))
Element 27: (2, (18, 9), ['', '%', '%', '%'], [(9, 7), (2, 2), (9, 8)], [False, True, True, True], 46, False, [False, False, False, False], 2693, 'West', (17, 9))
Element 28: (2, (17, 9), ['', '%', '', ''], [(10, 7), (3, 2), (8, 8)], [False, True, False, False], 44, False, [False, False, False, False], 2702, 'North', (17, 10))
Element 29: (2, (17, 10), ['%', '', '', '%'], [(11, 7), (4, 2), (7, 8)], [True, False, False, True], 42, False, [False, False, False, False], 2711, 'North', (17, 11))
Element 30: (2, (17, 11), ['.', '', '%', ''], [(12, 7), (4, 1), (6, 8)], [False, False, True, False], 40, False, [True, False, False, False], 3710, 'West', (16, 11))
Element 31: (2, (16, 11), ['%', '%', '', ''], [(13, 7), (3, 1), (5, 8)], [True, True, False, False], 38, False, [False, False, False, False], 3729, 'North', (16, 12))
Element 32: (2, (16, 12), ['', '', '', '%'], [(13, 8), (4, 1), (5, 9)], [False, False, False, True], 36, False, [False, False, False, False], 3738, 'North', (16, 13))
Element 33: (2, (16, 13), ['', '', '%', '%'], [(13, 9), (5, 1), (5, 10)], [False, False, True, True], 34, False, [False, False, False, False], 3747, 'West', (15, 13))
Element 34: (2, (15, 13), ['', '', '%', ''], [(13, 10), (6, 1), (6, 10)], [False, False, True, False], 32, False, [False, False, False, False], 3756, 'South', (15, 12))
Element 35: (2, (15, 12), ['', '%', '', ''], [(13, 11), (6, 2), (7, 10)], [False, True, False, False], 30, False, [False, False, False, False], 3765, 'West', (14, 12))
Element 36: (2, (14, 12), ['G', '%', '', ''], [(13, 12), (6, 3), (8, 10)], [False, True, False, False], 28, False, [False, False, False, False], 3774, 'North', (14, 13))
Element 37: (2, (14, 13), ['', 'G', '%', ''], [(14, 12), (6, 4), (8, 11)], [False, False, True, False], 26, False, [False, False, False, False], 4773, 'West', (13, 13))
Element 38: (2, (13, 13), ['', '', '%', ''], [(15, 12), (6, 5), (9, 11)], [False, False, True, False], 24, False, [False, False, False, False], 4782, 'South', (13, 12))
Element 39: #1#
