Element 1: (3, (17, 3), ['', '%', '%', '.'], [(16, 4), (7, 1), (14, 13)], [False, True, True, False], 98, False, [False, False, False, True], 29, 'East', (18, 3))
Element 28: (3, (16, 3), ['%', '%', 'G', ''], [(16, 4), (13, 7), (12, 6)], [True, True, False, False], 44, False, [False, False, False, False], 1412, 'East', (17, 3))
Element 29: (3, (17, 3), ['G', '%', '%', ''], [(16, 3), (13, 8), (12, 7)], [False, True, True, False], 42, False, [False, False, False, False], 1431, 'East', (18, 3))
Element 30: (3, (18, 3), ['G', '%', '%', '%'], [(17, 3), (13, 9), (12, 8)], [False, True, True, True], 40, False, [False, False, False, False], 1450, 'Stop', (18, 3))
Element 31: (3, (18, 3), ['', '%', '%', '%'], [(16, 3), (13, 10), (12, 9)], [False, True, True, True], 38, False, [False, False, False, False], 1469, 'West', (17, 3))
Element 32: (3, (17, 3), ['', '%', '%', ''], [(16, 4), (13, 11), (12, 10)], [False, True, True, False], 36, False, [False, False, False, False], 1488, 'West', (16, 3))
Element 33: (3, (16, 3), ['%', '%', '', ''], [(15, 4), (13, 12), (12, 11)], [True, True, False, False], 34, False, [False, False, False, False], 1507, 'North', (16, 4))
Element 34: (3, (16, 4), ['', '', '%', '%'], [(14, 4), (14, 12), (12, 12)], [False, False, True, True], 32, False, [False, False, False, False], 1526, 'West', (15, 4))
Element 35: (3, (15, 4), ['G', '%', '%', ''], [(14, 4), (15, 12), (12, 13)], [False, True, True, False], 30, False, [False, False, False, False], 1545, 'East', (16, 4))
Element 36: (3, (16, 4), ['G', '', '%', '%'], [(15, 4), (16, 12), (12, 12)], [False, False, True, True], 28, False, [False, False, False, False], 1544, 'South', (16, 3))
Element 37: (3, (16, 3), ['%', '%', 'G', ''], [(16, 4), (16, 13), (11, 12)], [True, True, False, False], 26, False, [False, False, False, False], 1553, 'East', (17, 3))
Element 38: (3, (17, 3), ['G', '%', '%', ''], [(16, 3), (15, 13), (11, 11)], [False, True, True, False], 24, False, [False, False, False, False], 1562, 'East', (18, 3))
Element 39: (3, (18, 3), ['G', '%', '%', '%'], [(17, 3), (14, 13), (11, 10)], [False, True, True, True], 22, False, [False, False, False, False], 1571, 'Stop', (18, 3))
Element 40: (3, (18, 3), ['', '%', '%', '%'], [(16, 3), (13, 13), (11, 9)], [False, True, True, True], 20, False, [False, False, False, False], 1580, 'West', (17, 3))
Element 41: (3, (17, 3), ['', '%', '%', ''], [(16, 4), (12, 13), (11, 10)], [False, True, True, False], 18, False, [False, False, False, False], 1579, 'West', (16, 3))
Element 42: (3, (16, 3), ['%', '%', '', ''], [(15, 4), (12, 12), (10, 10)], [True, True, False, False], 16, False, [False, False, False, False], 1588, 'North', (16, 4))
Element 43: (3, (16, 4), ['', '', '%', '%'], [(14, 4), (12, 11), (10, 11)], [False, False, True, True], 14, False, [False, False, False, False], 1597, 'West', (15, 4))
Element 44: (3, (15, 4), ['G', '%', '%', ''], [(14, 4), (12, 10), (10, 12)], [False, True, True, False], 12, False, [False, False, False, False], 1606, 'East', (16, 4))
Element 45: (3, (16, 4), ['G', '', '%', '%'], [(15, 4), (12, 9), (9, 12)], [False, False, True, True], 10, False, [False, False, False, False], 2605, 'South', (16, 3))
Element 46: (3, (16, 3), ['%', '%', 'G', ''], [(16, 4), (12, 8), (9, 11)], [True, True, False, False], 8, False, [False, False, False, False], 2614, 'East', (17, 3))
Element 47: (3, (17, 3), ['G', '%', '%', ''], [(16, 3), (12, 7), (8, 11)], [False, True, True, False], 6, False, [False, False, False, False], 3613, 'East', (18, 3))
Element 48: (3, (18, 3), ['G', '%', '%', '%'], [(17, 3), (11, 7), (8, 10)], [False, True, True, True], 4, False, [False, False, False, False], 3632, 'Stop', (18, 3))
Element 49: (3, (18, 3), ['', '%', '%', '%'], [(16, 3), (11, 6), (9, 10)], [False, True, True, True], 2, False, [False, False, False, False], 3651, 'West', (17, 3))
Element 50: (3, (17, 3), ['G', '%', '%', ''], [(16, 3), (11, 6), (9, 10)], [False, True, True, False], 0, False, [False, False, False, False], 3650, 'Stop', (17, 3))
Element 51: #0#
