Element 1: (3, (15, 12), ['.', '%', 'G', '.'], [(8, 5), (12, 6), (15, 13)], [False, True, False, False], 98, False, [True, False, False, True], 29, 'East', (16, 12))
Element 13: (3, (13, 12), ['.', '.', '.', ''], [(17, 6), (14, 8), (14, 10)], [False, False, False, False], 74, False, [True, True, True, False], 327, 'North', (13, 13))
Element 14: (3, (13, 13), ['.', '', '%', ''], [(17, 7), (14, 9), (13, 10)], [False, False, True, False], 72, False, [True, False, False, False], 356, 'West', (12, 13))
Element 15: (3, (12, 13), ['%', '.', '%', ''], [(18, 7), (13, 9), (13, 11)], [True, False, True, False], 70, False, [False, True, False, False], 385, 'South', (12, 12))
Element 16: (3, (12, 12), ['.', 'G', '', ''], [(17, 7), (13, 8), (12, 11)], [False, False, False, False], 68, False, [True, False, False, False], 414, 'West', (11, 12))
Element 17: (3, (11, 12), ['.', '.', '%', ''], [(16, 7), (12, 8), (12, 10)], [False, False, True, False], 66, False, [True, True, False, False], 443, 'South', (11, 11))
Element 18: (3, (11, 11), ['.', 'G', '', ''], [(17, 7), (12, 9), (11, 10)], [False, False, False, False], 64, False, [True, False, False, False], 472, 'West', (10, 11))
Element 19: (3, (10, 11), ['.', 'G', '.', ''], [(17, 6), (11, 9), (10, 10)], [False, False, False, False], 62, False, [True, False, True, False], 501, 'North', (10, 12))
Element 20: (3, (10, 12), ['F', '', '%', ''], [(16, 6), (11, 10), (9, 10)], [False, False, True, False], 60, False, [False, False, False, False], 520, 'West', (9, 12))
Element 21: (3, (9, 12), ['%', 'G', '%', ''], [(16, 7), (12, 10), (9, 11)], [True, False, True, False], 58, False, [False, False, False, False], 1529, 'East', (10, 12))
Element 22: (3, (10, 12), ['', '', '%', ''], [(16, 6), (13, 10), (8, 11)], [False, False, True, False], 56, False, [False, False, False, False], 2528, 'South', (10, 11))
Element 23: (3, (10, 11), ['', '', '', ''], [(15, 6), (14, 10), (8, 10)], [False, False, False, False], 54, False, [False, False, False, False], 2537, 'West', (9, 11))
Element 24: (3, (9, 11), ['', '', '', ''], [(14, 6), (15, 10), (7, 10)], [False, False, False, False], 52, False, [False, False, False, False], 2546, 'South', (9, 10))
Element 25: (3, (9, 10), ['', '%', '', ''], [(15, 6), (15, 9), (7, 11)], [False, True, False, False], 50, False, [False, False, False, False], 2555, 'East', (10, 10))
Element 26: (3, (10, 10), ['', '%', '', ''], [(15, 7), (16, 9), (6, 11)], [False, True, False, False], 48, False, [False, False, False, False], 2564, 'East', (11, 10))
Element 27: (3, (11, 10), ['', '', '', ''], [(14, 7), (17, 9), (6, 12)], [False, False, False, False], 46, False, [False, False, False, False], 2573, 'East', (12, 10))
Element 28: (3, (12, 10), ['', '', '', ''], [(14, 8), (18, 9), (5, 12)], [False, False, False, False], 44, False, [False, False, False, False], 2582, 'East', (13, 10))
Element 29: (3, (13, 10), ['', '', '', ''], [(14, 9), (17, 9), (5, 13)], [False, False, False, False], 42, False, [False, False, False, False], 2591, 'East', (14, 10))
Element 30: (3, (14, 10), ['', '', '%', ''], [(15, 9), (17, 10), (4, 13)], [False, False, True, False], 40, False, [False, False, False, False], 2600, 'East', (15, 10))
Element 31: (3, (15, 10), ['', '', '%', '%'], [(16, 9), (17, 11), (3, 13)], [False, False, True, True], 38, False, [False, False, False, False], 2609, 'South', (15, 9))
Element 32: (3, (15, 9), ['', '%', '', ''], [(17, 9), (18, 11), (2, 13)], [False, True, False, False], 36, False, [False, False, False, False], 2618, 'East', (16, 9))
Element 33: (3, (16, 9), ['', '%', '%', ''], [(18, 9), (17, 11), (1, 13)], [False, True, True, False], 34, False, [False, False, False, False], 2627, 'East', (17, 9))
Element 34: (3, (17, 9), ['', '%', '', 'G'], [(18, 9), (16, 11), (2, 13)], [False, True, False, False], 32, False, [False, False, False, False], 2626, 'North', (17, 10))
Element 35: (3, (17, 10), ['%', 'G', '', '%'], [(17, 9), (16, 12), (3, 13)], [True, False, False, True], 30, False, [False, False, False, False], 2625, 'North', (17, 11))
Element 36: (3, (17, 11), ['', '', '%', ''], [(17, 9), (16, 13), (4, 13)], [False, False, True, False], 28, False, [False, False, False, False], 2624, 'South', (17, 10))
Element 37: (3, (17, 10), ['%', '', '', '%'], [(16, 9), (15, 13), (5, 13)], [True, False, False, True], 26, False, [False, False, False, False], 2623, 'South', (17, 9))
Element 38: (3, (17, 9), ['', '%', '', ''], [(15, 9), (15, 12), (5, 12)], [False, True, False, False], 24, False, [False, False, False, False], 2622, 'West', (16, 9))
Element 39: (3, (16, 9), ['', '%', '%', ''], [(14, 9), (14, 12), (5, 11)], [False, True, True, False], 22, False, [False, False, False, False], 2631, 'West', (15, 9))
Element 40: (3, (15, 9), ['', '%', '', ''], [(13, 9), (14, 13), (5, 10)], [False, True, False, False], 20, False, [False, False, False, False], 2640, 'North', (15, 10))
Element 41: (3, (15, 10), ['', '', '%', '%'], [(13, 10), (13, 13), (6, 10)], [False, False, True, True], 18, False, [False, False, False, False], 2649, 'West', (14, 10))
Element 42: (3, (14, 10), ['', '', '%', ''], [(13, 11), (13, 12), (5, 10)], [False, False, True, False], 16, False, [False, False, False, False], 2648, 'South', (14, 9))
Element 43: (3, (14, 9), ['', '', '', ''], [(12, 11), (13, 11), (5, 9)], [False, False, False, False], 14, False, [False, False, False, False], 2657, 'South', (14, 8))
Element 44: (3, (14, 8), ['', '', '', '%'], [(12, 12), (12, 11), (5, 8)], [False, False, False, True], 12, False, [False, False, False, False], 2666, 'South', (14, 7))
Element 45: (3, (14, 7), ['', '', '', ''], [(13, 12), (12, 12), (6, 8)], [False, False, False, False], 10, False, [False, False, False, False], 3665, 'East', (15, 7))
Element 46: (3, (15, 7), ['', '', '%', ''], [(14, 12), (12, 13), (7, 8)], [False, False, True, False], 8, False, [False, False, False, False], 3674, 'East', (16, 7))
Element 47: (3, (16, 7), ['', '', '%', ''], [(15, 12), (12, 12), (8, 8)], [False, False, True, False], 6, False, [False, False, False, False], 3683, 'East', (17, 7))
Element 48: (3, (17, 7), ['', '', '%', ''], [(16, 12), (11, 12), (9, 8)], [False, False, True, False], 4, False, [False, False, False, False], 3692, 'East', (18, 7))
Element 49: (3, (18, 7), ['', '%', '%', '%'], [(16, 13), (11, 11), (10, 8)], [False, True, True, True], 2, False, [False, False, False, False], 4691, 'West', (17, 7))
Element 50: (3, (17, 7), ['', '', '%', ''], [(16, 13), (11, 11), (10, 8)], [False, False, True, False], 0, False, [False, False, False, False], 4690, 'Stop', (17, 7))
Element 51: #0#
