Element 1: (0, (9, 4), ['', '%', '%', '.'], [(7, 8), (9, 1), (15, 10)], [False, True, True, False], 98, False, [False, False, False, True], 0, 'East', (10, 4))
Element 29: (0, (15, 10), ['%', '', '%', ''], [(9, 10), (16, 4), (18, 6)], [True, False, True, False], 42, False, [False, False, False, False], 3402, 'East', (16, 10))
Element 30: (0, (16, 10), ['', '%', '%', ''], [(8, 10), (15, 4), (18, 5)], [False, True, True, False], 40, False, [False, False, False, False], 3411, 'East', (17, 10))
Element 31: (0, (17, 10), ['', '%', '%', ''], [(7, 10), (15, 3), (18, 6)], [False, True, True, False], 38, False, [False, False, False, False], 3430, 'East', (18, 10))
Element 32: (0, (18, 10), ['', '', '%', '%'], [(6, 10), (15, 2), (17, 6)], [False, False, True, True], 36, False, [False, False, False, False], 3449, 'West', (17, 10))
Element 33: (0, (17, 10), ['', '%', '%', ''], [(6, 9), (16, 2), (16, 6)], [False, True, True, False], 34, False, [False, False, False, False], 3468, 'West', (16, 10))
Element 34: (0, (16, 10), ['', '%', '%', ''], [(6, 8), (17, 2), (16, 7)], [False, True, True, False], 32, False, [False, False, False, False], 3487, 'West', (15, 10))
Element 35: (0, (15, 10), ['%', '', '%', ''], [(6, 7), (17, 1), (16, 8)], [True, False, True, False], 30, False, [False, False, False, False], 3506, 'South', (15, 9))
Element 36: (0, (15, 9), ['%', 'G', '', '%'], [(6, 6), (18, 1), (15, 8)], [True, False, False, True], 28, False, [False, False, False, False], 3525, 'North', (15, 10))
Element 37: (0, (15, 10), ['%', 'G', '%', ''], [(6, 5), (18, 2), (15, 9)], [True, False, True, False], 26, False, [False, False, False, False], 3534, 'South', (15, 9))
Element 38: #1#
